"Table S9: Differential expression statistics for those features that were significant and replicated in case-control comparisons. Based on N=351 independent samples/subjects and linear regression (two-sided p-values), see Methods.",,,,,,,,,,,,,,,,,,,,,,
Feature,Type,Symbol,EntrezID,EnsemblGeneID,AnnoClass,meanExprsAdult,Coordinates,log2FC_adj,pval_adj,fdr_adj,log2FC_qsva,pval_qsva,fdr_qsva,log2FC_pca,pval_pca,fdr_pca,CMC_log2FC_adj,CMC_pval_adj,CMC_log2FC_qsva,CMC_pval_qsva,CMC_log2FC_pca,CMC_pval_pca
e904985,Exon,MLST8,64223,ENSG00000167965,InEns,29.66043961,chr16:2258760-2259397(+),0.014673211,0.678599285,0.840982497,-0.081051647,8.41E-05,0.070194439,-0.088212698,1.54E-05,0.012138358,-0.124994124,0.006564976,-0.079297411,0.007243572,-0.025370154,0.264577297
e281335,Exon,ABLIM2,84448,ENSG00000163995,InEns,50.90297831,chr4:8021940-8022030(-),-0.055980477,0.461840875,0.694042336,-0.122694936,8.43E-05,0.070194439,-0.102407098,0.000433262,0.05466498,-0.075739116,0.1779176,-0.064068214,0.048877751,-0.04483794,0.108965093
e905084,Exon,MLST8,64223,ENSG00000167965,InEns,29.61707483,chr16:2258760-2259398(+),0.014770047,0.676596125,0.839743801,-0.080959601,8.57E-05,0.070599665,-0.088125208,1.57E-05,0.012232524,-0.12481475,0.006600481,-0.07921633,0.007261881,-0.025203096,0.267438909
e236509,Exon,RYBP,23429,ENSG00000163602,InEns,8.476414668,chr3:72420976-72427788(-),0.02358657,0.51703748,0.735338065,0.060899224,8.71E-05,0.071496857,0.103671585,3.12E-09,0.000172818,0.082142609,0.006297238,0.052264269,0.007886806,0.02770245,0.068751642
e852283,Exon,C14orf80,283643,ENSG00000185347,InEns,11.91177213,chr14:105964135-105964314(+),-0.023445589,0.649218001,0.822856686,-0.121369817,8.72E-05,0.071496857,-0.096401154,0.000775995,0.069288895,-0.145277422,0.001765543,-0.108160078,0.002160866,-0.067564794,0.02115163
e798795,Exon,AKAP11,11215,ENSG00000023516,InEns,50.84386714,chr13:42893224-42897396(+),-0.007111319,0.88407056,0.949913024,0.080012235,8.84E-05,0.071970859,0.079337454,0.000268922,0.044277918,0.125470229,0.036889796,0.083565825,0.01014003,0.042056519,0.100111479
ENSG00000257279,Gene,,100506551,ENSG00000257279,InEns,0.123247649,chr12:117415247-117425142(-),-0.035810229,0.000210884,0.006874262,-0.037066509,8.98E-05,0.02591639,-0.026071022,0.002382078,0.156473268,-0.018138143,0.006340892,-0.013730001,0.021240604,-0.007071392,0.213499407
ENSG00000154655,Gene,L3MBTL4,91133,ENSG00000154655,InEns,0.910874669,chr18:5954705-6415236(-),0.010993221,0.530356968,0.752147145,0.053360193,9.03E-05,0.02591639,0.049409239,0.000193334,0.059789798,0.050445977,0.003075601,0.03724187,0.005393655,0.038426116,0.001538918
er323082,ER,TIMP2,7077,ENSG00000035862,InEns,390.5915755,chr17:76866980-76867088(*),0.024873634,0.588167861,0.810068493,0.127748457,9.06E-05,0.086450566,0.138286825,4.66E-06,0.013522767,0.07819818,0.188272304,0.105608493,0.004223016,0.092361553,0.007934297
er225799,ER,RPS3,6188,ENSG00000149273,AltStartEnd,491.1046894,chr11:75130944-75133322(*),0.206041742,2.48E-06,0.001356709,0.112783532,9.10E-05,0.086450566,0.094846378,0.001199872,0.130737209,0.119531834,0.007975647,0.106420873,0.002960596,0.0592443,0.079419014
e854996,Exon,GABRA5,2558,ENSG00000186297,InEns,51.72395147,chr15:27125993-27126114(+),0.008630265,0.918879842,0.965371078,0.116421972,9.15E-05,0.073164598,0.130674143,1.85E-05,0.013404002,0.115213693,0.018869621,0.08509478,0.006929449,0.098309512,0.00119892
e52578,Exon,,100996635,ENSG00000228971,InEns,11.76335438,chr1:95979707-95980285(+),0.107605738,0.121911762,0.339776131,0.183340556,9.16E-05,0.073164598,0.136623338,0.001357415,0.087071467,0.151123453,0.002114774,0.101437248,0.011215145,0.053301247,0.112461618
ENSG00000261996,Gene,,NA,ENSG00000261996,InEns,0.64427463,chr17:6556783-6558328(-),-0.073731943,0.001295228,0.022477337,-0.085941729,9.24E-05,0.02591639,-0.080843659,0.000499718,0.085490705,-0.020320013,0.18130027,-0.028672459,0.036649004,-0.036708259,0.010277086
e834426,Exon,GALNT16,57452,ENSG00000100626,InEns,39.38697948,chr14:69806244-69806340(+),0.241411819,0.000475891,0.01596522,0.116828716,9.24E-05,0.073374593,0.048686066,0.094852082,0.492926759,0.103140065,0.05081811,0.085194423,0.021143112,0.039757396,0.213970334
e999353,Exon,FMNL1,752,ENSG00000184922,InEns,26.13265765,chr17:43320485-43320687(+),-0.113036577,0.032659341,0.164279202,-0.131243066,9.26E-05,0.073374593,-0.10313437,0.000864441,0.072616859,-0.160617089,0.002234953,-0.12044842,0.000407502,-0.069036455,0.024655963
e834366,Exon,GALNT16,57452,ENSG00000100626,InEns,41.07708552,chr14:69806244-69806336(+),0.241808515,0.000478205,0.016005722,0.117010192,9.29E-05,0.073374593,0.048792412,0.094888584,0.492959535,0.103431019,0.051130122,0.085433188,0.021320432,0.039850386,0.214781503
e400515,Exon,COL21A1,81578,ENSG00000124749,InEns,1.733362671,chr6:55921389-55922642(-),0.137697036,0.000985788,0.023855073,0.120623875,9.29E-05,0.073374593,0.121448796,0.000102032,0.028993012,0.051963267,0.068449425,0.050777844,0.035323968,0.045303149,0.036950114
e400442,Exon,COL21A1,81578,ENSG00000124749,InEns,1.731981505,chr6:55921388-55922642(-),0.137657379,0.000985573,0.023851253,0.120586287,9.29E-05,0.073374593,0.121409616,0.000102091,0.028993012,0.051967892,0.068377484,0.050771329,0.03529688,0.045239719,0.037110624
e578032,Exon,ALDH1A1,216,ENSG00000165092,InEns,51.0050528,chr9:75526874-75527038(-),-0.019636627,0.736479832,0.874467785,-0.209936854,9.32E-05,0.073461039,-0.205040393,4.17E-06,0.006628016,-0.235612388,5.50E-05,-0.260614128,1.01E-07,-0.203547614,7.94E-06
er365567,ER,ETS2,2114,ENSG00000157557,InEns,231.0295248,chr21:40186197-40186316(*),-0.203005643,0.0002879,0.01791326,-0.136917487,9.38E-05,0.086450566,-0.15748068,1.18E-05,0.021020634,-0.083799503,0.06787693,-0.08676249,0.019291029,-0.004202554,0.896835803
er225531,ER,PGM2L1,283209,ENSG00000165434,InEns,13425.08312,chr11:74041363-74047799(*),-0.031341242,0.697106993,0.869726686,0.101125034,9.43E-05,0.086450566,0.097743504,2.65E-05,0.029616625,0.123268449,0.0449657,0.082836696,0.002003187,0.024720905,0.232553186
e905003,Exon,MLST8,64223,ENSG00000167965,InEns,29.07978283,chr16:2258760-2259413(+),0.015198944,0.667057142,0.833984245,-0.080282684,9.45E-05,0.073864176,-0.087563806,1.67E-05,0.01250611,-0.125904428,0.005875037,-0.080390234,0.006050449,-0.0261854,0.242827377
e905138,Exon,MLST8,64223,ENSG00000167965,InEns,28.93562834,chr16:2258760-2259417(+),0.015385087,0.662845069,0.831352907,-0.080068579,9.52E-05,0.073901392,-0.08735835,1.68E-05,0.012582727,-0.125218658,0.006085793,-0.079670671,0.006462556,-0.025446826,0.255198714
er251551,ER,LINC00507,100862680,ENSG00000256193,Novel,6.295865137,chr12:128429418-128429518(*),-0.419534362,0.000188478,0.014365864,-0.383060633,9.54E-05,0.086450566,-0.376708284,0.000121334,0.056621752,-0.222823917,0.007977659,-0.199555733,0.012189657,-0.106749998,0.184482664
e578070,Exon,ALDH1A1,216,ENSG00000165092,InEns,15.71735652,chr9:75541899-75542093(-),-0.049303873,0.426585138,0.665588685,-0.222658864,9.58E-05,0.074068466,-0.219892103,3.15E-06,0.005902598,-0.244443183,2.53E-06,-0.26173907,4.29E-09,-0.204420185,1.38E-06
er135802,ER,SNHG5,692088,ENSG00000203875,Novel,365.0972217,chr6:86378269-86380482(*),0.141135769,0.011628375,0.119687145,0.125585672,9.60E-05,0.086450566,0.106851328,0.00064836,0.104675204,0.080802351,0.075756049,0.066805699,0.024528461,0.058905231,0.043978277
er71648,ER,ACVR2B,93,ENSG00000114739,AltStartEnd,1008.561327,chr3:38528175-38534243(*),0.094541941,0.00295704,0.060197981,0.09528608,9.62E-05,0.086450566,0.069235487,0.001650021,0.148037741,0.1087344,0.001213938,0.084485773,0.000257998,0.054310423,0.016083702
ENSG00000168453,Gene,HR,55806,ENSG00000168453,InEns,8.280517837,chr8:21971928-21990897(-),-0.097066914,0.043274259,0.191024997,-0.093463002,9.64E-05,0.026543081,-0.067162574,0.003681176,0.183465557,-0.160050623,5.38E-06,-0.120518626,1.06E-06,-0.052646892,0.00090294
er226202,ER,RSF1,51773,ENSG00000048649,InEns,2779.025466,chr11:77371466-77378536(*),0.03807197,0.219199467,0.515418838,0.067503295,9.72E-05,0.086450566,0.071078373,1.43E-05,0.022555953,0.081650101,0.053745709,0.04881472,0.033512431,0.036884535,0.032868377
e338649,Exon,ARHGEF28,64283,ENSG00000214944,InEns,0.80621827,chr5:73204225-73205722(+),0.098790697,3.74E-05,0.003822767,0.079959901,9.75E-05,0.074581679,0.072205846,0.00044493,0.055339168,0.047695287,0.00193163,0.044230291,0.001780531,0.059108965,4.16E-05
ENSG00000205765,Gene,C5orf51,285636,ENSG00000205765,InEns,6.528487161,chr5:41904290-41921738(+),0.078359499,0.021109476,0.126196473,0.061762341,0.000101766,0.027275666,0.021739247,0.074080825,0.501465601,0.083869587,0.002877404,0.050360201,0.001945805,0.022226109,0.036511596
er580,ER,TNFRSF18,8784,ENSG00000186891,InEns,11.89025733,chr1:1140750-1140872(*),-0.218556049,0.008667902,0.103177461,-0.286707918,0.000101778,0.086602732,-0.305505381,5.06E-05,0.039659876,-0.278886173,0.002936186,-0.190584024,0.031926648,-0.145603118,0.119780432
e316148,Exon,FSTL5,56884,ENSG00000168843,InEns,7.417298408,chr4:162305051-162307601(-),-0.050643582,0.348950791,0.599762698,0.101480492,0.000101888,0.075165842,0.10382239,9.21E-05,0.027660783,0.078279595,0.110319126,0.058739522,0.018213006,0.064211546,0.004345242
e316132,Exon,FSTL5,56884,ENSG00000168843,InEns,7.411536896,chr4:162305049-162307601(-),-0.05064384,0.348884701,0.599696707,0.101467045,0.000101909,0.075165842,0.103808006,9.21E-05,0.027660783,0.078310508,0.110137422,0.058766011,0.018149406,0.064224151,0.004335424
er273694,ER,GABRB3,2562,ENSG00000166206,AltStartEnd,111.5938129,chr15:27113876-27113940(*),0.034607892,0.737387073,0.890186989,0.143074654,0.00010202,0.086602732,0.134091769,0.000139359,0.059889283,0.107549423,0.051222512,0.107223236,0.005790827,0.158047893,4.47E-05
e350445,Exon,PRRC1,133619,ENSG00000164244,InEns,3.485950801,chr5:126887399-126890781(+),0.079474358,0.023252219,0.135851628,0.067245127,0.000102547,0.07516789,0.078332227,1.28E-05,0.011231728,0.062041034,0.040928954,0.045727578,0.00682256,0.035830974,0.013253153
e310003,Exon,JADE1,79960,ENSG00000077684,InEns,5.204913713,chr4:129792510-129796379(+),0.145590557,1.85E-05,0.002577916,0.086387012,0.000103033,0.075263012,0.110312922,2.25E-07,0.001886186,0.072565939,0.011222349,0.035270794,0.039528287,0.015720117,0.338256257
ENSG00000182400,Gene,TRAPPC6B,122553,ENSG00000182400,InEns,18.75007471,chr14:39617015-39639736(-),-0.044793613,0.375545974,0.633468527,0.061528663,0.000103214,0.027359558,0.026319111,0.034340889,0.384388937,0.085254834,0.025950998,0.048121032,0.00344145,0.024825879,0.037910789
e1114067,Exon,SCN1B,6324,ENSG00000105711,InEns,81.63085861,chr19:35521637-35521764(+),-0.103002704,0.145475807,0.374735098,-0.163063917,0.000104799,0.075410082,-0.190996121,1.71E-06,0.004511424,-0.239970589,0.001313334,-0.232770467,8.61E-05,-0.14179777,0.000337939
e578050,Exon,ALDH1A1,216,ENSG00000165092,InEns,14.60211255,chr9:75538765-75539048(-),-0.040482056,0.497791865,0.721204157,-0.213384415,0.000105072,0.075410082,-0.215761901,1.75E-06,0.004591696,-0.242422479,3.81E-06,-0.267565524,1.91E-09,-0.208440102,8.67E-07
ENSG00000178567,Gene,EPM2AIP1,9852,ENSG00000178567,InEns,10.27984982,chr3:37027357-37034795(-),0.01779285,0.572865597,0.781421847,0.054983344,0.000105073,0.027421638,0.025691635,0.02269592,0.335254731,0.067328343,0.023592454,0.03217647,0.0231072,0.018005344,0.086977623
e759800,Exon,B4GALNT1,2583,ENSG00000135454,InEns,61.21897591,chr12:58024763-58024870(-),-0.048686893,0.449390928,0.683874237,-0.104970619,0.000107329,0.076303535,-0.108034897,2.39E-05,0.014942605,-0.079407764,0.125805478,-0.083510756,0.014777948,-0.064589299,0.010305745
e578027,Exon,ALDH1A1,216,ENSG00000165092,InEns,49.4173801,chr9:75542032-75542093(-),-0.051220135,0.434691009,0.671962669,-0.233438369,0.000107806,0.076371025,-0.230586159,3.96E-06,0.006494865,-0.261097893,2.53E-06,-0.279005529,5.29E-09,-0.2192477,1.41E-06
e347451,Exon,DCP2,167227,ENSG00000172795,InEns,5.930225849,chr5:112349018-112356667(+),0.038231937,0.332942298,0.585094058,0.075485478,0.000107978,0.076371025,0.068288247,4.76E-05,0.020239948,0.078605331,0.059862222,0.061866278,0.003611558,-0.002109125,0.890975967
e759756,Exon,B4GALNT1,2583,ENSG00000135454,InEns,61.78654702,chr12:58024763-58024869(-),-0.048622643,0.450356425,0.68462243,-0.104981053,0.000108005,0.076371025,-0.108010787,2.42E-05,0.01504254,-0.079384295,0.12609901,-0.083500051,0.014793018,-0.064557964,0.01032435
er128971,ER,VWA7,80737,ENSG00000204396,InEns,79.82084167,chr6:31733660-31733834(*),-0.00130564,0.988001079,0.995780267,-0.185228233,0.000108122,0.087766386,-0.156932104,0.000560984,0.100498169,-0.283060899,0.003170912,-0.260024757,0.002702243,-0.185422552,0.038078543
er306742,ER,,NA,ENSG00000261996,InEns,11.2215463,chr17:6556838-6557043(*),-0.265145039,0.001303314,0.039176731,-0.320723799,0.000108799,0.087766386,-0.293434626,0.00055599,0.1002544,-0.155338124,0.102652365,-0.213604582,0.013190896,-0.290876751,0.001801527
e1059966,Exon,SYNDIG1,79953,ENSG00000101463,InEns,22.91474056,chr20:24645982-24647252(+),-0.066808134,0.040145468,0.184179261,-0.084137775,0.000109865,0.076781256,-0.078351853,0.000203367,0.039150518,-0.070129069,0.013612644,-0.057983494,0.00747495,-0.002622609,0.866084346
e502899,Exon,KIAA2022,340533,ENSG00000050030,InEns,3.304462363,chrX:73952684-73959333(-),-0.017742113,0.688745476,0.846855128,0.06329206,0.000110389,0.076869448,0.075179394,6.81E-06,0.008310139,0.065368565,0.065966598,0.048662345,0.015131736,0.027739766,0.087518503
e906499,Exon,FLYWCH2,114984,ENSG00000162076,InEns,21.0767031,chr16:2946353-2946772(+),-0.015519333,0.670503325,0.836063447,-0.090279506,0.000110468,0.076869448,-0.094120521,1.32E-05,0.011431809,-0.116802384,0.015599352,-0.09885518,0.001749626,-0.029487423,0.154076585
ENSG00000100626,Gene,GALNT16,57452,ENSG00000100626,InEns,5.899018496,chr14:69725994-69821183(+),0.197485591,1.08E-07,7.48E-05,0.087878873,0.000110813,0.027426172,0.054723561,0.002154141,0.15167526,0.061735006,0.028336376,0.069413849,0.000105386,0.061060176,7.68E-06
er356538,ER,SYNDIG1,79953,ENSG00000101463,InEns,1919.088436,chr20:24645982-24647194(*),-0.067818651,0.052320424,0.256464792,-0.090572719,0.000111102,0.088994762,-0.071063723,0.001402897,0.138974337,-0.076085025,0.019134666,-0.061058061,0.013199758,0.000418999,0.984950226
e906506,Exon,FLYWCH2,114984,ENSG00000162076,InEns,22.20882297,chr16:2946353-2946724(+),-0.01634065,0.657606574,0.827997579,-0.090288645,0.000111536,0.0771255,-0.093162039,1.84E-05,0.013336011,-0.114338417,0.023060109,-0.099437012,0.002350979,-0.024847679,0.23975771
e177012,Exon,NABP1,64859,ENSG00000173559,InEns,1.639894023,chr2:192550325-192550903(+),0.060851085,0.133109309,0.35669796,0.12620884,0.000111642,0.0771255,0.104354902,0.000966394,0.076112233,0.079332394,0.027941619,0.058988517,0.044853689,0.032305853,0.200607314
er290364,ER,HMOX2,3163,ENSG00000103415,InEns,2043.034768,chr16:4557714-4558205(*),-0.065907762,0.037943957,0.218537577,-0.06303128,0.00011182,0.089160613,-0.080747509,5.51E-06,0.014342956,-0.039945062,0.300893529,-0.051978456,0.008525904,0.009400965,0.596092008
e759840,Exon,B4GALNT1,2583,ENSG00000135454,InEns,67.55009872,chr12:58024780-58024869(-),-0.051344899,0.432434258,0.670126841,-0.107289223,0.000111995,0.077242211,-0.11184837,2.08E-05,0.014170004,-0.079867854,0.13370262,-0.081850944,0.021586205,-0.059738329,0.020454305
e91116,Exon,ZBTB41,360023,ENSG00000177888,InEns,6.167634244,chr1:197122810-197129144(-),0.025937963,0.60560051,0.795531215,0.078789572,0.000113084,0.077503367,0.082001425,0.00010234,0.029043891,0.076017415,0.119086349,0.050056618,0.026751038,0.027013806,0.117813379
e372692,Exon,ADAMTS2,9509,ENSG00000087116,InEns,1.214644428,chr5:178548212-178548751(-),0.377559813,1.17E-11,7.79E-07,0.174750003,0.000113515,0.077532374,0.172679501,9.57E-05,0.028101062,0.041817409,0.025382702,0.048769166,0.003756606,0.045350326,0.004564901
er29552,ER,RALGPS2,55103,ENSG00000116191,AltStartEnd,875.7876491,chr1:178885465-178890928(*),0.039869916,0.498557527,0.754208141,0.098187148,0.000113898,0.090295549,0.105600543,5.87E-06,0.01476044,0.128724389,0.005044172,0.090723194,0.00072778,0.045586195,0.036003576
e729669,Exon,A2M,2,ENSG00000175899,InEns,63.56539806,chr12:9229352-9229532(-),-0.323627871,7.30E-06,0.001498562,-0.177552848,0.000113951,0.077532374,-0.094406761,0.023716316,0.294672156,-0.144817124,0.048043805,-0.125423068,0.022492167,-0.080334229,0.026294799
e646051,Exon,IKZF5,64376,ENSG00000095574,InEns,7.235351587,chr10:124750322-124754239(-),0.023825565,0.575431575,0.77565941,0.062676949,0.000114522,0.077532374,0.077479466,2.59E-06,0.005491456,0.084578737,0.045619404,0.070590163,0.003587405,0.04554491,0.015121122
e376172,Exon,CDYL,9425,ENSG00000153046,InEns,8.838063718,chr6:4954132-4954490(+),0.109715724,0.000680616,0.019473453,0.094566333,0.000114905,0.077532374,0.066013857,0.005772277,0.165462816,0.077186736,0.003714337,0.047063747,0.04473384,0.051073481,0.027600413
ENSG00000183570,Gene,PCBP3,54039,ENSG00000183570,InEns,1.497476493,chr21:47063608-47362368(+),0.099269703,1.01E-05,0.001065848,0.071024812,0.000116892,0.027426172,0.048114419,0.005571357,0.215690036,0.016268453,0.050262301,0.021382879,0.002500038,0.022891668,0.001103898
e661901,Exon,CYP2R1,120227,ENSG00000186104,InEns,3.727985033,chr11:14901861-14902314(-),0.04356368,0.224315309,0.474412454,0.101847419,0.000118146,0.078643278,0.099079044,0.00021273,0.039986859,0.064778444,0.035147188,0.045507303,0.033106827,0.055974333,0.010648608
ENSG00000107821,Gene,KAZALD1,81621,ENSG00000107821,InEns,0.565946651,chr10:102821598-102827888(+),-0.068920882,0.001175373,0.021075439,-0.058979304,0.000118826,0.027426172,-0.04348751,0.003328451,0.174716205,-0.053388795,2.24E-06,-0.04524892,1.73E-05,-0.024046007,0.006049512
ENSG00000095574,Gene,IKZF5,64376,ENSG00000095574,InEns,6.423109475,chr10:124750322-124768333(-),0.017164439,0.66110549,0.838524204,0.059368694,0.000119383,0.027426172,0.039203174,0.000839139,0.103749854,0.077080187,0.045873457,0.062891541,0.00411,0.026010657,0.022374235
er176464,ER,BAI1,575,ENSG00000181790,AltStartEnd,254.0865143,chr8:143605599-143606525(*),-0.011638712,0.871905822,0.951546475,-0.10686093,0.000121853,0.093403563,-0.043028118,0.067633911,0.517822185,-0.295486332,0.002722387,-0.138420929,0.019484697,-0.05877339,0.262275445
ENSG00000184207,Gene,PGP,283871,ENSG00000184207,InEns,14.33196782,chr16:2261998-2264808(-),-0.017825171,0.622993754,0.813679968,-0.075824542,0.000121954,0.027531051,-0.026263015,0.077763266,0.510987203,-0.103516319,0.008462051,-0.078784206,0.005481585,0.00366269,0.790476652
e765820,Exon,NAP1L1,4673,ENSG00000187109,InEns,54.17090728,chr12:76440684-76441498(-),-0.043562107,0.407189298,0.650163635,0.062254835,0.000121981,0.079834873,0.052186964,0.001252271,0.084345954,0.093365419,0.037470202,0.062528163,0.00158376,0.033841293,0.049733424
ENSG00000196911,Gene,KPNA5,3841,ENSG00000196911,InEns,7.167747829,chr6:117002350-117063029(+),0.051477797,0.255133279,0.518805172,0.074599231,0.000122122,0.027531051,0.050956468,0.000310839,0.075328051,0.083274679,0.052082007,0.049354859,0.013818876,0.025361678,0.005546866
e578029,Exon,ALDH1A1,216,ENSG00000165092,InEns,36.36929659,chr9:75538935-75539048(-),-0.041541191,0.508021688,0.728703366,-0.222213234,0.000122404,0.079834873,-0.224910871,2.24E-06,0.005236657,-0.257607502,3.54E-06,-0.283957363,2.01E-09,-0.221942933,8.57E-07
e601736,Exon,OLFM1,10439,ENSG00000130558,InEns,1191.708553,chr9:137987710-137987865(+),-0.04787235,0.342487662,0.594001664,-0.094404113,0.000122482,0.079834873,-0.081778435,0.00044077,0.055087352,-0.060590926,0.146190676,-0.06558729,0.010681085,-0.019980457,0.243298039
e834365,Exon,GALNT16,57452,ENSG00000100626,InEns,28.21980505,chr14:69805368-69805494(+),0.221707586,0.000685103,0.019537933,0.11555523,0.000122597,0.079834873,0.046406473,0.108543015,0.516946222,0.107105828,0.042817968,0.09292436,0.010449868,0.033280697,0.285617939
e1114061,Exon,SCN1B,6324,ENSG00000105711,InEns,59.79740392,chr19:35521588-35521764(+),-0.100933808,0.153224131,0.385431987,-0.16145692,0.000123474,0.080091392,-0.188523812,1.96E-06,0.004802463,-0.245318135,0.000845677,-0.234254206,7.19E-05,-0.146439293,0.000141544
e1107228,Exon,KCNN1,3780,ENSG00000105642,InEns,2.1091194,chr19:18062102-18062218(+),-0.246512315,0.000117753,0.007427345,-0.199997193,0.000123563,0.080091392,-0.199135478,0.000185321,0.03759681,-0.167349162,1.39E-05,-0.137303221,0.000194935,-0.13115777,0.000378608
er315806,ER,FMNL1,752,ENSG00000184922,InEns,87.64502894,chr17:43321451-43321611(*),-0.121205175,0.011172044,0.117325621,-0.134551407,0.000123702,0.094274757,-0.07773461,0.015254426,0.326302988,-0.210704646,0.001770207,-0.179036362,0.000804202,-0.083751616,0.096327399
e852304,Exon,C14orf80,283643,ENSG00000185347,InEns,19.6320935,chr14:105964954-105965033(+),-0.028855318,0.602411757,0.793419349,-0.137503699,0.000125661,0.081075839,-0.105556207,0.001092881,0.079802461,-0.188831052,0.00083712,-0.145656556,0.00105406,-0.113199962,0.00507189
er64777,ER,GPR55,9290,ENSG00000135898,InEns,14.47598281,chr2:231772925-231773098(*),-0.227242252,0.027300983,0.185141625,-0.387246559,0.000125998,0.095086086,-0.435980882,2.03E-05,0.026045644,-0.300616158,0.010682705,-0.310597476,0.008270862,-0.305020651,0.018099085
ENSG00000163602,Gene,RYBP,23429,ENSG00000163602,InEns,8.13124986,chr3:72420976-72496069(-),0.019422455,0.581553745,0.787395567,0.058635216,0.000127902,0.028158814,0.044997954,6.04E-05,0.036481971,0.082342436,0.004281243,0.049764095,0.009329461,0.009471519,0.413036129
ENSG00000135299,Gene,ANKRD6,22881,ENSG00000135299,InEns,2.180581763,chr6:90142889-90343553(+),-0.000827838,0.974613795,0.988713683,0.065560665,0.000128408,0.028158814,0.065970897,5.08E-05,0.036481971,0.081585421,7.96E-05,0.074206548,4.20E-05,0.066103814,5.79E-05
e508795,Exon,LRCH2,57631,ENSG00000130224,InEns,3.694696089,chrX:114345185-114347898(-),0.09166656,0.037589931,0.177664842,0.071719529,0.000129682,0.082779889,0.095092546,8.16E-07,0.003203212,0.100501829,0.033446875,0.068563977,0.003138426,0.026816305,0.143426511
e999355,Exon,FMNL1,752,ENSG00000184922,InEns,38.8993915,chr17:43321543-43321611(+),-0.132359806,0.0041858,0.052776042,-0.127862782,0.000130311,0.082885481,-0.09861481,0.001842914,0.100285483,-0.178137095,0.001962475,-0.146526792,0.001227076,-0.087205266,0.037430688
e102983,Exon,DNAH14,127602,ENSG00000185842,InEns,0.411548738,chr1:225156461-225157195(+),0.052828014,0.034192478,0.168567255,0.074618733,0.000130636,0.082885481,0.063173993,0.001698142,0.096781671,0.078581018,0.010885026,0.058939522,0.003483799,0.074626085,0.000264998
e601749,Exon,OLFM1,10439,ENSG00000130558,InEns,596.7526423,chr9:137990132-137990198(+),-0.166106156,0.018417472,0.11946435,-0.115001946,0.000131084,0.083044056,-0.105772592,0.000582519,0.061513477,-0.08173587,0.072737756,-0.081952582,0.003205024,-0.068209806,0.001291302
e906509,Exon,FLYWCH2,114984,ENSG00000162076,InEns,16.27930636,chr16:2946353-2946897(+),-0.014279733,0.691636962,0.848534237,-0.087926614,0.000131904,0.083154296,-0.091688174,1.63E-05,0.012405335,-0.11282546,0.015180226,-0.09587102,0.001658175,-0.028874782,0.147540876
ENSG00000165434,Gene,PGM2L1,283209,ENSG00000165434,InEns,24.90954607,chr11:74041363-74109518(-),-0.063160027,0.36162305,0.623013494,0.09091449,0.000132926,0.028183319,0.042999248,0.015852571,0.293991579,0.107560825,0.043759425,0.068146665,0.002571848,0.027922864,0.05735792
e855882,Exon,APBA2,321,ENSG00000034053,InEns,88.53461634,chr15:29385278-29385423(+),-0.104961165,0.021318077,0.129526848,-0.090915069,0.000133044,0.083405353,-0.098699047,0.000125225,0.031533219,-0.072581776,0.029411914,-0.06893017,0.002337085,-0.027678932,0.14252518
e852398,Exon,C14orf80,283643,ENSG00000185347,InEns,6.175886669,chr14:105963963-105964314(+),-0.019562444,0.683324583,0.843768876,-0.10878725,0.000133507,0.083570641,-0.086748979,0.001015257,0.077462349,-0.113133685,0.001616868,-0.085479638,0.002219782,-0.055372007,0.017251006
er221498,ER,GPR137,56834,ENSG00000173264,AltStartEnd,1071.905627,chr11:64053318-64054353(*),0.009233101,0.825933418,0.931813837,-0.074079075,0.000133634,0.09727567,-0.082424847,4.86E-05,0.038782996,-0.193575839,0.013185158,-0.113797399,0.017934949,0.003103379,0.935777323
er282266,ER,ULK3,25989,ENSG00000140474,InEns,229.3145944,chr15:75131898-75132054(*),-0.071805136,0.107012506,0.364026452,-0.105176805,0.000134913,0.097436023,-0.090188644,0.000463835,0.09524574,-0.213084994,0.001283738,-0.14344327,0.001111145,-0.049260039,0.167653339
e372665,Exon,ADAMTS2,9509,ENSG00000087116,InEns,0.467207765,chr5:178770768-178771162(-),0.167821791,7.61E-07,0.000497404,0.113689943,0.000136181,0.084423395,0.116967291,0.000125319,0.031538001,0.063249379,0.029327415,0.068423252,0.010542098,0.055221338,0.025917655
e578058,Exon,ALDH1A1,216,ENSG00000165092,InEns,42.81812661,chr9:75538966-75539048(-),-0.035856725,0.575910292,0.776014673,-0.224803097,0.000136626,0.084423395,-0.226753229,2.67E-06,0.005568637,-0.24973532,1.54E-05,-0.281460326,4.66E-09,-0.221754786,1.40E-06
e578024,Exon,ALDH1A1,216,ENSG00000165092,InEns,38.48129681,chr9:75555064-75555168(-),-0.077206052,0.251010224,0.504159412,-0.229204753,0.000136632,0.084423395,-0.231203425,1.49E-06,0.004340033,-0.228457659,0.000151815,-0.279063608,1.41E-09,-0.230998243,1.96E-07
e834402,Exon,GALNT16,57452,ENSG00000100626,InEns,13.45962514,chr14:69727008-69727184(+),0.188821048,0.011341673,0.091406715,0.130558717,0.000137884,0.08442822,0.073964284,0.019074764,0.268862064,0.1017646,0.100995985,0.093024754,0.008062265,0.059138975,0.050540904
