GeneName_ENSEMBLGeneID,gene,function,DESeq2 baseMean expression,Pritzker_FoldChange,Pritzker_Pvalue,Pritzker_FDR,Stanley_FoldChange,Stanley Pvalue,Stanley_FDR
ENSG00000174469,CNTNAP2,contactin associated protein-like 2 [Source:HGNC Symbol;Acc:HGNC:13830],6834.646191,-0.365526395,0.01578671,0.187080361,-0.235349745,0.006059084,0.068234449
ENSG00000033100,CHPF2,chondroitin polymerizing factor 2 [Source:HGNC Symbol;Acc:HGNC:29270],1556.772264,-0.239314783,0.017134098,0.192773831,-0.345543519,0.010452728,0.092736659
ENSG00000178234,GALNT11,polypeptide N-acetylgalactosaminyltransferase 11 [Source:HGNC Symbol;Acc:HGNC:19875],2361.414744,-0.231207656,0.01152588,0.169047959,-0.204468763,0.006635489,0.071258665
ENSG00000155093,PTPRN2,"protein tyrosine phosphatase, receptor type, N polypeptide 2 [Source:HGNC Symbol;Acc:HGNC:9677]",15329.94124,-0.330991069,0.013368487,0.178322279,-0.205865271,0.027734907,0.164478584
ENSG00000185291,IL3RA,"interleukin 3 receptor, alpha (low affinity) [Source:HGNC Symbol;Acc:HGNC:6012]",438.6894113,0.377996991,0.0225332,0.211544195,0.469038902,0.006352254,0.069718813
ENSG00000101849,TBL1X,transducin (beta)-like 1X-linked [Source:HGNC Symbol;Acc:HGNC:11585],973.2598304,0.256429569,0.01937984,0.200336717,0.506917394,8.41E-05,0.005765298
ENSG00000073464,CLCN4,"chloride channel, voltage-sensitive 4 [Source:HGNC Symbol;Acc:HGNC:2022]",5742.228259,-0.2976908,0.019980744,0.201931303,-0.235427788,0.001693786,0.032110792
ENSG00000101871,MID1,midline 1 [Source:HGNC Symbol;Acc:HGNC:7095],415.5029724,0.288733008,0.035671585,0.248813795,0.44144928,0.007649373,0.076801834
ENSG00000046651,OFD1,oral-facial-digital syndrome 1 [Source:HGNC Symbol;Acc:HGNC:2567],529.6633936,0.27575437,0.013213866,0.177492434,0.340162081,0.005961052,0.067611847
ENSG00000101958,GLRA2,"glycine receptor, alpha 2 [Source:HGNC Symbol;Acc:HGNC:4327]",306.7380252,-0.509949379,0.000901384,0.079099157,-0.504994854,0.00365147,0.051623675
ENSG00000169249,ZRSR2,"zinc finger (CCCH type), RNA-binding motif and serine/arginine rich 2 [Source:HGNC Symbol;Acc:HGNC:23019]",287.6855155,0.272302393,0.009543073,0.158351895,0.317926163,0.009765252,0.089453854
ENSG00000169891,REPS2,RALBP1 associated Eps domain containing 2 [Source:HGNC Symbol;Acc:HGNC:9963],4497.964373,-0.304821937,0.027219159,0.224004486,-0.282063172,0.000737091,0.019037817
ENSG00000177189,RPS6KA3,"ribosomal protein S6 kinase, 90kDa, polypeptide 3 [Source:HGNC Symbol;Acc:HGNC:10432]",1640.706922,-0.235818177,0.04843632,0.277104405,-0.339822649,0.000292403,0.012099637
ENSG00000004848,ARX,aristaless related homeobox [Source:HGNC Symbol;Acc:HGNC:18060],738.8058414,-0.316023284,0.046748347,0.273538335,-0.297098701,0.02852997,0.168169834
ENSG00000237994,RP1-146A15.1,,55.51087217,0.444409316,0.028669675,0.229305143,0.674078573,0.032921001,NA
ENSG00000147041,SYTL5,synaptotagmin-like 5 [Source:HGNC Symbol;Acc:HGNC:15589],345.8536836,-0.54239373,0.00081013,0.079099157,-0.475922029,0.006485148,0.070520547
ENSG00000147113,CXorf36,chromosome X open reading frame 36 [Source:HGNC Symbol;Acc:HGNC:25866],556.3105696,0.323154305,0.033075829,0.242402141,0.560176426,0.012056238,0.099743216
ENSG00000265033,RN7SL262P,"RNA, 7SL, cytoplasmic 262, pseudogene [Source:HGNC Symbol;Acc:HGNC:46278]",48.72778382,0.417061536,0.004446574,0.124689811,1.387377493,0.014804139,NA
ENSG00000270189,RP11-258C19.7,,287.1822067,0.247454379,0.01645239,0.190078822,0.251693793,0.045780884,0.214770838
ENSG00000158423,RIBC1,RIB43A domain with coiled-coils 1 [Source:HGNC Symbol;Acc:HGNC:26537],25.46976696,0.403454606,0.002175026,0.100591536,1.4725299,0.023620146,NA
ENSG00000204271,SPIN3,"spindlin family, member 3 [Source:HGNC Symbol;Acc:HGNC:27272]",195.2715236,-0.219298097,0.013676975,0.179397755,-0.599174416,0.004498146,0.05727404
ENSG00000082458,DLG3,"discs, large homolog 3 (Drosophila) [Source:HGNC Symbol;Acc:HGNC:2902]",3854.069631,-0.288978771,0.014155707,0.181760197,-0.300941903,0.00010338,0.006601057
ENSG00000147164,SNX12,sorting nexin 12 [Source:HGNC Symbol;Acc:HGNC:14976],1585.604272,-0.17674504,0.014609529,0.182780044,-0.274998476,0.001008095,0.023417427
ENSG00000204116,CHIC1,cysteine-rich hydrophobic domain 1 [Source:HGNC Symbol;Acc:HGNC:1934],1508.75704,-0.277997825,0.045209745,0.269663835,-0.268759995,0.003323229,0.048673107
ENSG00000072133,RPS6KA6,"ribosomal protein S6 kinase, 90kDa, polypeptide 6 [Source:HGNC Symbol;Acc:HGNC:10435]",184.1088553,-0.413177978,0.006746857,0.142617487,-0.81676879,0.01469804,NA
ENSG00000166432,ZMAT1,"zinc finger, matrin-type 1 [Source:HGNC Symbol;Acc:HGNC:29377]",1057.622896,0.313389507,0.008013405,0.150564756,0.360243424,0.002640636,0.042256688
ENSG00000123562,MORF4L2,mortality factor 4 like 2 [Source:HGNC Symbol;Acc:HGNC:16849],5428.942859,-0.148605558,0.046106365,0.271626756,-0.13734404,0.011629688,0.097949331
ENSG00000068366,ACSL4,acyl-CoA synthetase long-chain family member 4 [Source:HGNC Symbol;Acc:HGNC:3571],3124.114465,-0.304505354,0.021366182,0.207963546,-0.229643835,0.010075991,0.091287189
ENSG00000072315,TRPC5,"transient receptor potential cation channel, subfamily C, member 5 [Source:HGNC Symbol;Acc:HGNC:12337]",231.6538118,-0.753370768,0.000889946,0.079099157,-0.842984405,0.010384657,NA
ENSG00000147251,DOCK11,dedicator of cytokinesis 11 [Source:HGNC Symbol;Acc:HGNC:23483],162.9034028,-0.280894532,0.008712302,0.154878459,-0.677785661,0.00234899,0.039066315
ENSG00000203650,LINC01285,long intergenic non-protein coding RNA 1285 [Source:HGNC Symbol;Acc:HGNC:50344],50.34447103,0.325973413,0.027978133,0.227135284,1.381451907,0.00277971,NA
ENSG00000233382,NKAPP1,NFKB activating protein pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:26706],39.28865864,0.241995886,0.036723525,0.250472985,0.827220406,0.04356746,NA
ENSG00000134597,RBMX2,"RNA binding motif protein, X-linked 2 [Source:HGNC Symbol;Acc:HGNC:24282]",363.661943,0.140998684,0.025713885,0.221375223,0.260036008,0.013887621,0.108114923
ENSG00000171004,HS6ST2,heparan sulfate 6-O-sulfotransferase 2 [Source:HGNC Symbol;Acc:HGNC:19133],580.3575556,-0.318083914,0.04032214,0.259743054,-0.383295051,0.006245721,0.069212072
ENSG00000196972,SMIM10L2B,small integral membrane protein 10 like 2B [Source:HGNC Symbol;Acc:HGNC:34500],4211.941875,-0.240876142,0.042040493,0.263234324,-0.166968559,0.048492529,0.222106066
ENSG00000178947,SMIM10L2A,small integral membrane protein 10 like 2A [Source:HGNC Symbol;Acc:HGNC:34499],7591.664447,-0.287331606,0.018654556,0.197918768,-0.186424951,0.017969931,0.126659187
ENSG00000232611,RP11-1114A5.4,,242.2910557,0.357003424,0.007193892,0.14580631,0.400218411,0.010793622,0.094657702
ENSG00000129682,FGF13,fibroblast growth factor 13 [Source:HGNC Symbol;Acc:HGNC:3670],2188.77367,-0.295116866,0.025117257,0.220474087,-0.350331044,6.12E-05,0.00466221
ENSG00000197620,CXorf40A,chromosome X open reading frame 40A [Source:HGNC Symbol;Acc:HGNC:28089],210.7212555,-0.217625148,0.025736062,0.221375223,-0.343741044,0.044337916,0.211056948
ENSG00000171044,XKR6,"XK, Kell blood group complex subunit-related family, member 6 [Source:HGNC Symbol;Acc:HGNC:27806]",395.5380355,0.324465169,0.000773238,0.078575851,0.487952168,0.039095409,0.196874397
ENSG00000254936,AF131215.3,,20.25514056,0.51667658,0.033937186,0.244463541,0.910256269,0.03752343,NA
ENSG00000177710,SLC35G5,"solute carrier family 35, member G5 [Source:HGNC Symbol;Acc:HGNC:15546]",18.47924953,0.785444682,0.00055807,0.074999581,1.099362448,0.03179743,NA
ENSG00000154319,FAM167A,"family with sequence similarity 167, member A [Source:HGNC Symbol;Acc:HGNC:15549]",1334.320852,0.45593013,0.017182817,0.193027866,0.446576037,0.006404093,0.069932484
ENSG00000250305,KIAA1456,KIAA1456 [Source:HGNC Symbol;Acc:HGNC:26725],902.5877152,-0.281962176,0.008151593,0.151241404,-0.230428224,0.030594403,0.174698084
ENSG00000003989,SLC7A2,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 2 [Source:HGNC Symbol;Acc:HGNC:11060]",538.8222698,0.546177618,0.049213928,0.278831044,0.727736433,0.007809473,0.077806605
ENSG00000179388,EGR3,early growth response 3 [Source:HGNC Symbol;Acc:HGNC:3240],3129.873883,-0.502075006,0.002440483,0.10360428,-0.278349768,0.009832662,0.089880794
ENSG00000008853,RHOBTB2,Rho-related BTB domain containing 2 [Source:HGNC Symbol;Acc:HGNC:18756],5283.227785,-0.248354634,0.031137122,0.237364302,-0.251533547,9.19E-05,0.006044315
ENSG00000147454,SLC25A37,"solute carrier family 25 (mitochondrial iron transporter), member 37 [Source:HGNC Symbol;Acc:HGNC:29786]",662.6727735,0.184832695,0.034778966,0.246620755,0.31170201,0.015843546,0.116893228
ENSG00000159167,STC1,stanniocalcin 1 [Source:HGNC Symbol;Acc:HGNC:11373],67.69757041,1.487176486,0.010247588,0.161817848,1.344351933,0.026271378,NA
ENSG00000240694,PNMA2,paraneoplastic Ma antigen 2 [Source:HGNC Symbol;Acc:HGNC:9159],12024.31776,-0.392055587,0.007361171,0.147309863,-0.349023039,0.001566822,0.030681879
ENSG00000253208,RP11-1G11.2,,41.03278969,0.652431162,0.001186695,0.084361405,0.656932529,0.043053856,NA
ENSG00000120885,CLU,clusterin [Source:HGNC Symbol;Acc:HGNC:2095],100355.8546,0.285943922,0.013369462,0.178322279,0.367472485,6.01E-05,0.00466221
ENSG00000147421,HMBOX1,homeobox containing 1 [Source:HGNC Symbol;Acc:HGNC:26137],1666.192139,0.349048636,0.003452025,0.116640516,0.334940749,0.048752523,0.222695021
ENSG00000120875,DUSP4,dual specificity phosphatase 4 [Source:HGNC Symbol;Acc:HGNC:3070],648.9699339,-0.511497778,0.011142739,0.167704342,-0.515787363,0.013715038,0.107134497
ENSG00000169499,PLEKHA2,"pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 2 [Source:HGNC Symbol;Acc:HGNC:14336]",1437.129832,-0.419480593,1.09E-05,0.01418655,-0.214933453,0.04534775,0.213353492
ENSG00000029534,ANK1,"ankyrin 1, erythrocytic [Source:HGNC Symbol;Acc:HGNC:492]",1444.783773,-0.357713762,0.016337395,0.189878481,-0.379996985,0.003951211,0.054196406
ENSG00000082556,OPRK1,"opioid receptor, kappa 1 [Source:HGNC Symbol;Acc:HGNC:8154]",565.0319087,-0.297255852,0.032162216,0.23989548,0.280088003,0.049048862,0.223493748
ENSG00000181195,PENK,proenkephalin [Source:HGNC Symbol;Acc:HGNC:8831],85.13965846,-0.343751708,0.041897711,0.262961761,-0.522162929,0.038502727,NA
ENSG00000169122,FAM110B,"family with sequence similarity 110, member B [Source:HGNC Symbol;Acc:HGNC:28587]",1049.331599,-0.208987434,0.009655267,0.159028349,-0.191179418,0.032022993,0.17812899
ENSG00000177182,CLVS1,clavesin 1 [Source:HGNC Symbol;Acc:HGNC:23139],368.0850904,-0.238780219,0.022174598,0.210456386,-0.427454982,0.013965476,0.108460455
ENSG00000147571,CRH,corticotropin releasing hormone [Source:HGNC Symbol;Acc:HGNC:2355],199.13133,-0.560488818,0.00692047,0.143564867,-0.49751804,0.016291902,0.119173609
ENSG00000147576,ADHFE1,"alcohol dehydrogenase, iron containing, 1 [Source:HGNC Symbol;Acc:HGNC:16354]",441.4710425,0.450637773,0.004520734,0.125640771,0.618265666,0.000208127,0.009954761
ENSG00000104205,SGK3,"serum/glucocorticoid regulated kinase family, member 3 [Source:HGNC Symbol;Acc:HGNC:10812]",208.0950868,0.39933233,0.021851362,0.210056681,0.344553588,0.044449042,0.211198123
ENSG00000165084,C8orf34,chromosome 8 open reading frame 34 [Source:HGNC Symbol;Acc:HGNC:30905],300.6296873,-0.319349557,0.011276968,0.167776144,-0.406366466,0.017928847,0.126438364
ENSG00000137573,SULF1,sulfatase 1 [Source:HGNC Symbol;Acc:HGNC:20391],736.5716754,-0.570245466,0.000717248,0.076210679,-0.361647247,0.004477412,0.05712226
ENSG00000104313,EYA1,EYA transcriptional coactivator and phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:3519],101.1808996,0.440214815,0.015458356,0.186036777,0.93436996,0.000892435,NA
ENSG00000091656,ZFHX4,zinc finger homeobox 4 [Source:HGNC Symbol;Acc:HGNC:30939],1115.04236,0.331300962,0.0293777,0.231520521,0.53049998,0.000688981,0.018644193
ENSG00000104325,DECR1,"2,4-dienoyl CoA reductase 1, mitochondrial [Source:HGNC Symbol;Acc:HGNC:2753]",506.5064773,0.330944717,0.003397382,0.116125664,0.360343136,0.012631436,0.102340991
ENSG00000132541,HRSP12,heat-responsive protein 12 [Source:HGNC Symbol;Acc:HGNC:16897],563.7957437,0.347124144,0.001735164,0.09342368,0.444818501,0.00391069,0.053868612
ENSG00000164924,YWHAZ,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta [Source:HGNC Symbol;Acc:HGNC:12855]",23990.60868,-0.255144509,0.033473665,0.242753722,-0.149856558,0.020686902,0.138083791
ENSG00000104490,NCALD,neurocalcin delta [Source:HGNC Symbol;Acc:HGNC:7655],6268.311243,-0.444175731,0.001408046,0.088947488,-0.323111395,0.001262716,0.027008792
ENSG00000155096,AZIN1,antizyme inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:16432],4324.143194,-0.213914894,0.018666551,0.197951222,-0.201587447,0.005101586,0.061405144
ENSG00000164794,KCNV1,"potassium channel, voltage gated modifier subfamily V, member 1 [Source:HGNC Symbol;Acc:HGNC:18861]",2178.547785,-0.359558424,0.047679652,0.27523341,-0.349017845,0.000560021,0.016960265
ENSG00000164761,TNFRSF11B,"tumor necrosis factor receptor superfamily, member 11b [Source:HGNC Symbol;Acc:HGNC:11909]",39.73263344,0.8083294,0.01987771,0.201718934,1.14021519,0.042295779,NA
ENSG00000132294,EFR3A,EFR3 homolog A [Source:HGNC Symbol;Acc:HGNC:28970],5094.445753,-0.337076331,0.012610997,0.175484556,-0.36272403,0.000163232,0.00863598
ENSG00000253248,RP11-149P24.1,,22.95211068,-0.712140211,0.026077397,0.222186419,-1.440221388,0.047302622,NA
ENSG00000271959,CTD-3064M3.7,,23.47594749,1.221299729,0.003424024,0.116516762,1.306675816,0.031182416,NA
ENSG00000107249,GLIS3,GLIS family zinc finger 3 [Source:HGNC Symbol;Acc:HGNC:28510],293.4156568,0.493318656,0.015401302,0.185729472,0.858643086,0.002062078,0.036116074
ENSG00000106688,SLC1A1,"solute carrier family 1 (neuronal/epithelial high affinity glutamate transporter, system Xag), member 1 [Source:HGNC Symbol;Acc:HGNC:10939]",1626.373858,-0.209404837,0.038457711,0.255228784,-0.170924476,0.049343205,0.224266533
ENSG00000147872,PLIN2,perilipin 2 [Source:HGNC Symbol;Acc:HGNC:248],235.6264661,0.415238153,0.0187864,0.198194668,1.024643589,0.000209563,0.009986607
ENSG00000122729,ACO1,"aconitase 1, soluble [Source:HGNC Symbol;Acc:HGNC:117]",1023.94581,0.207092287,0.034795258,0.246620755,0.271331827,0.016966145,0.122310995
ENSG00000230453,ANKRD18B,ankyrin repeat domain 18B [Source:HGNC Symbol;Acc:HGNC:23644],435.3136902,0.454987957,0.003308601,0.115063485,0.33940739,0.042383133,0.205988065
ENSG00000122733,PHF24,PHD finger protein 24 [Source:HGNC Symbol;Acc:HGNC:29180],14556.56581,-0.316185197,0.022268305,0.210456386,-0.251965558,0.000240927,0.010864522
ENSG00000236083,OR13E1P,"olfactory receptor, family 13, subfamily E, member 1 pseudogene [Source:HGNC Symbol;Acc:HGNC:15107]",303.7683436,-0.369385504,0.003232549,0.1140297,-0.868776582,0.025118625,NA
ENSG00000232815,DUX4L50,"double homeobox 4 like 50, pseudogene [Source:HGNC Symbol;Acc:HGNC:51788]",392.4965612,0.238449079,0.045153775,0.269547718,0.329118235,0.033625498,0.182475869
ENSG00000172014,ANKRD20A4,"ankyrin repeat domain 20 family, member A4 [Source:HGNC Symbol;Acc:HGNC:31982]",77.92600664,0.957065848,6.80E-05,0.030112273,0.790009663,0.049570435,NA
ENSG00000107242,PIP5K1B,"phosphatidylinositol-4-phosphate 5-kinase, type I, beta [Source:HGNC Symbol;Acc:HGNC:8995]",649.620927,-0.265144497,0.041931264,0.262961761,-0.261984224,0.017737726,0.12563738
ENSG00000239180,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],3.453215789,0.780701928,0.034470802,NA,1.967043142,0.038602291,NA
ENSG00000119125,GDA,guanine deaminase [Source:HGNC Symbol;Acc:HGNC:4212],7611.059351,-0.382117612,0.029080353,0.230736766,-0.220081228,0.026193597,0.15939972
ENSG00000135018,UBQLN1,ubiquilin 1 [Source:HGNC Symbol;Acc:HGNC:12508],5479.156417,-0.232852024,0.031973302,0.239049802,-0.252220107,0.000411788,0.014309911
ENSG00000165023,DIRAS2,"DIRAS family, GTP-binding RAS-like 2 [Source:HGNC Symbol;Acc:HGNC:19323]",11321.20238,-0.367463656,0.018062476,0.195737886,-0.432663009,1.82E-06,0.0006473
ENSG00000199133,MIRLET7D,microRNA let-7d [Source:HGNC Symbol;Acc:HGNC:31481],1.637886284,1.074692598,0.046002441,NA,1.942629004,0.043335676,NA
ENSG00000175611,LINC00476,long intergenic non-protein coding RNA 476 [Source:HGNC Symbol;Acc:HGNC:27858],218.0104,0.29129767,0.014031308,0.181034113,0.370142056,0.043544054,0.208966319
ENSG00000130956,HABP4,hyaluronan binding protein 4 [Source:HGNC Symbol;Acc:HGNC:17062],3087.113323,-0.215885522,0.049821053,0.279697362,-0.233862672,0.018869554,0.130300685
ENSG00000119508,NR4A3,"nuclear receptor subfamily 4, group A, member 3 [Source:HGNC Symbol;Acc:HGNC:7982]",586.861066,-0.758852439,9.30E-05,0.036392356,-0.537897134,0.00468539,0.058663763
ENSG00000260230,FRRS1L,ferric-chelate reductase 1-like [Source:HGNC Symbol;Acc:HGNC:1362],9004.626242,-0.234491929,0.037023012,0.250893477,-0.158381509,0.036376892,0.189755359
ENSG00000070159,PTPN3,"protein tyrosine phosphatase, non-receptor type 3 [Source:HGNC Symbol;Acc:HGNC:9655]",759.1280872,-0.323353379,0.041971492,0.263025307,-0.357000617,0.004046074,0.054785763
ENSG00000136813,KIAA0368,KIAA0368 [Source:HGNC Symbol;Acc:HGNC:29020],5124.654153,-0.224414302,0.018526596,0.197317156,-0.117865415,0.037307483,0.192283444
ENSG00000173258,ZNF483,zinc finger protein 483 [Source:HGNC Symbol;Acc:HGNC:23384],878.4825879,-0.264021378,0.044832367,0.268886213,0.533989479,0.000345099,0.013066061
ENSG00000106868,SUSD1,sushi domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25413],477.3436672,-0.274440029,0.012747861,0.176171784,-0.490554589,0.000181768,0.009203442
ENSG00000119403,PHF19,PHD finger protein 19 [Source:HGNC Symbol;Acc:HGNC:24566],808.9536184,0.339255561,0.020092611,0.202200102,0.531707856,0.005050515,0.061182034
ENSG00000106852,LHX6,LIM homeobox 6 [Source:HGNC Symbol;Acc:HGNC:21735],1151.276081,-0.482601984,0.000585276,0.074999581,-0.318048961,0.008330673,0.080946168
ENSG00000136935,GOLGA1,golgin A1 [Source:HGNC Symbol;Acc:HGNC:4424],758.7234742,0.087089437,0.041126443,0.262330575,0.210770151,0.04477647,0.211862379
ENSG00000136828,RALGPS1,Ral GEF with PH domain and SH3 binding motif 1 [Source:HGNC Symbol;Acc:HGNC:16851],2212.27496,-0.147072991,0.048845777,0.278218715,-0.185076394,0.029729123,0.171841358
ENSG00000167114,SLC27A4,"solute carrier family 27 (fatty acid transporter), member 4 [Source:HGNC Symbol;Acc:HGNC:10998]",4064.73568,-0.233232208,0.033215345,0.242402141,-0.247997912,0.023875519,0.151110583
ENSG00000171097,CCBL1,"cysteine conjugate-beta lyase, cytoplasmic [Source:HGNC Symbol;Acc:HGNC:1564]",676.7157951,0.226718529,0.001015198,0.080749318,0.362257336,0.009468975,0.0875584
ENSG00000175287,PHYHD1,phytanoyl-CoA dioxygenase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23396],274.8926247,0.552746164,0.005098981,0.131752049,0.812319705,0.000427407,0.01469508
ENSG00000054179,ENTPD2,ectonucleoside triphosphate diphosphohydrolase 2 [Source:HGNC Symbol;Acc:HGNC:3364],538.4084488,0.489155852,0.033992756,0.244503725,0.819827145,0.000681876,0.018572406
ENSG00000151240,DIP2C,disco-interacting protein 2 homolog C [Source:HGNC Symbol;Acc:HGNC:29150],3254.235333,-0.155662534,0.020224331,0.202636637,0.15980546,0.025592754,0.157368729
ENSG00000047056,WDR37,WD repeat domain 37 [Source:HGNC Symbol;Acc:HGNC:31406],2219.971384,-0.308386023,0.00432675,0.123776833,-0.258690436,0.018790588,0.129960474
ENSG00000181192,DHTKD1,dehydrogenase E1 and transketolase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23537],877.5773728,0.25797271,0.019732599,0.201134921,0.424834236,0.001941771,0.03515256
ENSG00000152457,DCLRE1C,DNA cross-link repair 1C [Source:HGNC Symbol;Acc:HGNC:17642],314.5888857,0.199986078,0.01123439,0.167704342,0.342283288,0.038317275,0.195077974
ENSG00000206448,PPIAP30,peptidylprolyl isomerase A (cyclophilin A) pseudogene 30 [Source:HGNC Symbol;Acc:HGNC:44878],11.95352022,0.585427049,0.009745711,0.159291545,1.31349259,0.004828417,NA
ENSG00000165985,C1QL3,"complement component 1, q subcomponent-like 3 [Source:HGNC Symbol;Acc:HGNC:19359]",2963.618605,-0.548818902,0.009808095,0.159705089,-0.441494492,0.038882168,0.196181649
ENSG00000225527,RP11-383B4.4,,24.00448407,0.411353356,0.040568328,0.260646799,1.297129865,0.009575102,NA
ENSG00000151025,GPR158,G protein-coupled receptor 158 [Source:HGNC Symbol;Acc:HGNC:23689],2769.553261,-0.309892361,0.043399968,0.266419282,-0.37975474,5.85E-05,0.00466221
ENSG00000136750,GAD2,"glutamate decarboxylase 2 (pancreatic islets and brain, 65kDa) [Source:HGNC Symbol;Acc:HGNC:4093]",3570.014066,-0.603458574,0.000834582,0.079099157,-0.526759735,4.41E-05,0.003942535
ENSG00000150054,MPP7,"membrane protein, palmitoylated 7 (MAGUK p55 subfamily member 7) [Source:HGNC Symbol;Acc:HGNC:26542]",408.1886297,-0.275942771,0.039604071,0.257930574,-0.36428742,0.027972151,0.165770979
ENSG00000108100,CCNY,cyclin Y [Source:HGNC Symbol;Acc:HGNC:23354],4212.558545,-0.142031888,0.042304419,0.263847344,-0.20049635,0.001609846,0.031331576
ENSG00000231187,RP11-38L15.3,,500.2994454,-0.339465063,0.022141297,0.210456386,-0.759657195,0.004677647,0.058663763
ENSG00000107643,MAPK8,mitogen-activated protein kinase 8 [Source:HGNC Symbol;Acc:HGNC:6881],1961.275544,-0.270225793,0.01413138,0.181760197,-0.168233175,0.016008066,0.11769515
ENSG00000165449,SLC16A9,"solute carrier family 16, member 9 [Source:HGNC Symbol;Acc:HGNC:23520]",240.4864599,0.475009706,0.036649534,0.250218859,1.149917446,2.54E-06,0.000735888
ENSG00000181915,ADO,2-aminoethanethiol (cysteamine) dioxygenase [Source:HGNC Symbol;Acc:HGNC:23506],1093.612537,-0.23352689,0.012330151,0.174202699,-0.195645941,0.013416818,0.105591255
ENSG00000228065,LINC01515,long intergenic non-protein coding RNA 1515 [Source:HGNC Symbol;Acc:HGNC:51210],21.02013131,0.630642395,0.009213908,0.156857066,1.724746237,0.010730689,NA
ENSG00000198739,LRRTM3,leucine rich repeat transmembrane neuronal 3 [Source:HGNC Symbol;Acc:HGNC:19410],982.7616432,-0.314234369,0.015810177,0.187080361,-0.283026646,0.037696494,0.193689041
ENSG00000165730,STOX1,storkhead box 1 [Source:HGNC Symbol;Acc:HGNC:23508],599.6979437,0.340862215,0.013439413,0.178547671,0.701449433,1.51E-05,0.002045831
ENSG00000214688,C10orf105,chromosome 10 open reading frame 105 [Source:HGNC Symbol;Acc:HGNC:20304],47.14998339,1.309928159,7.08E-06,0.013472042,1.833349166,0.000333201,NA
ENSG00000230091,TMEM254-AS1,TMEM254 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:27340],262.0625174,0.286512616,0.007245508,0.146316999,0.404254021,0.043270284,0.208269372
ENSG00000148604,RGR,retinal G protein coupled receptor [Source:HGNC Symbol;Acc:HGNC:9990],318.3841616,0.863161168,0.035126682,0.248059098,1.163731466,0.000184704,0.009258697
ENSG00000272734,ADIRF-AS1,ADIRF antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:45127],71.62377207,0.433683814,0.008808258,0.154878459,0.840026224,0.009062714,NA
ENSG00000148672,GLUD1,glutamate dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:4335],9114.325377,0.279847945,0.04553194,0.270631737,0.361014102,0.001950761,0.035167958
ENSG00000213390,ARHGAP19,Rho GTPase activating protein 19 [Source:HGNC Symbol;Acc:HGNC:23724],222.8609494,0.308422488,0.01593832,0.187246516,0.698692484,0.000475033,0.015393441
ENSG00000171314,PGAM1,phosphoglycerate mutase 1 (brain) [Source:HGNC Symbol;Acc:HGNC:8888],2910.983919,-0.194177994,0.030256626,0.234198127,-0.430240469,0.000445107,0.015016811
ENSG00000119943,PYROXD2,pyridine nucleotide-disulphide oxidoreductase domain 2 [Source:HGNC Symbol;Acc:HGNC:23517],248.9214628,0.346487199,0.006934249,0.143564867,0.49683038,0.036185538,0.189127801
ENSG00000155287,SLC25A28,"solute carrier family 25 (mitochondrial iron transporter), member 28 [Source:HGNC Symbol;Acc:HGNC:23472]",1251.625331,0.103218723,0.04804558,0.276372019,0.239175576,0.013797446,0.107540827
ENSG00000228657,RPL23AP58,ribosomal protein L23a pseudogene 58 [Source:HGNC Symbol;Acc:HGNC:36138],9.189797107,0.658336591,0.010372411,0.162618563,2.006144194,0.036977583,NA
ENSG00000065618,COL17A1,"collagen, type XVII, alpha 1 [Source:HGNC Symbol;Acc:HGNC:2194]",28.16561916,0.276768478,0.040910732,0.261557126,0.860795634,0.045992368,NA
ENSG00000156395,SORCS3,sortilin-related VPS10 domain containing receptor 3 [Source:HGNC Symbol;Acc:HGNC:16699],1307.513951,-0.445440126,0.00024117,0.056772521,-0.249205087,0.028622604,0.168486011
ENSG00000108039,XPNPEP1,"X-prolyl aminopeptidase (aminopeptidase P) 1, soluble [Source:HGNC Symbol;Acc:HGNC:12822]",1042.095529,-0.119026761,0.0350025,0.247655821,0.195326394,0.023332195,0.149256989
ENSG00000148700,ADD3,adducin 3 (gamma) [Source:HGNC Symbol;Acc:HGNC:245],4969.144892,0.273776101,0.045195608,0.269663835,0.272450698,0.017039895,0.122434102
ENSG00000119950,MXI1,"MAX interactor 1, dimerization protein [Source:HGNC Symbol;Acc:HGNC:7534]",2383.849458,0.194868381,0.028594901,0.228934893,0.246797167,0.003552407,0.050811887
ENSG00000108055,SMC3,structural maintenance of chromosomes 3 [Source:HGNC Symbol;Acc:HGNC:2468],1568.114197,0.169828504,0.026424656,0.222186419,0.229521284,0.018653613,0.12936158
