symbol,Ensembl gene id,colon,kidney,liver,pancreas,lung,prostate,brain,stomach,spleen,lymph node,appendix,small intestine,adrenal gland,duodenum,adipose tissue,endometrium,placenta,testis,gall bladder,urinary bladder,thyroid gland,esophagus,heart,skin,ovary,bone marrow,salivary gland,Category
CCNL1,ENSG00000163660,43.34,31.98,48.31,39.6,79.97,67.92,29.85,68.5,103.48,110.22,110.99,108.71,84.65,87.24,50.9,70.52,59.67,32.87,98.82,58.82,55.09,45.89,21.12,71.93,58.66,663.7,45.73,Moderately tissue enriched
SLC1A2,ENSG00000110436,0.24,0.37,17.26,1.71,0.52,0.22,217.39,1.53,0.4,1.19,0.54,0.09,3.48,0.29,0.2,1.01,0.66,1.04,0.4,0.44,0.22,0.16,0.51,0.66,0.01,0.06,1.7,Moderately tissue enriched
,ENSG00000183941,3.31,3.43,1.3,1.28,3.26,9.35,2.24,3.13,4.31,4.08,2.5,3.46,3.93,2.58,3.68,3.69,3.11,1.51,3.78,4.07,3.4,2.08,3.07,1.58,3.26,1.72,2.27,Expressed in all low
CDX2,ENSG00000165556,62.27,0.26,0.0,2.19,0.0,0.27,0.09,0.45,0.06,0.1,10.53,53.82,0.0,48.27,0.8,0.0,0.0,0.11,0.1,0.25,0.0,0.1,0.0,0.01,0.0,0.0,0.0,Group enriched
H4C11,ENSG00000197238,5.09,1.28,6.32,0.95,0.84,5.33,1.22,4.03,4.52,2.05,1.35,4.29,2.97,3.77,2.41,2.91,1.31,0.86,5.13,4.11,2.21,1.08,0.07,0.65,1.24,11.39,0.7,Mixed high
CDHR4,ENSG00000187492,0.11,0.0,0.01,0.0,6.95,0.23,0.01,0.08,0.04,0.06,0.04,0.01,0.08,0.0,0.14,1.12,0.23,4.19,0.03,0.18,0.04,0.53,0.04,0.67,0.11,0.02,0.01,Mixed low
SMIM9,ENSG00000203870,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.74,0.0,0.0,0.0,0.0,0.03,0.0,0.04,0.0,0.0,Not detected
FLVCR1,ENSG00000162769,6.42,2.86,2.08,1.19,3.22,5.28,4.69,6.87,4.63,3.9,4.88,21.05,3.8,11.47,1.75,3.95,2.33,5.0,3.2,3.51,3.38,2.7,0.91,2.54,2.69,9.77,1.21,Mixed high
RGPD6,ENSG00000183054,7.23,5.57,3.73,5.89,9.81,9.26,10.9,4.67,4.89,5.77,5.69,7.27,7.17,6.39,9.01,7.9,8.24,33.31,7.05,6.76,11.8,4.75,5.24,10.36,9.93,12.44,5.82,Expressed in all low
DEDD2,ENSG00000160570,13.04,12.24,6.89,5.1,13.09,9.0,8.61,11.66,17.24,14.35,10.41,9.41,10.26,9.48,6.73,8.24,11.62,10.53,10.34,8.65,7.85,7.79,5.65,13.01,11.2,42.04,11.03,Expressed in all low
MKI67,ENSG00000148773,9.26,0.34,1.06,0.14,0.69,0.24,1.0,5.85,3.39,16.24,9.27,5.45,0.42,5.56,1.24,2.44,5.37,2.83,1.59,2.96,0.65,5.06,0.43,7.34,0.12,31.32,0.41,Mixed high
KRTAP5-1,ENSG00000205869,0.26,0.16,0.08,0.53,0.11,0.07,0.22,0.2,0.25,0.12,0.05,0.39,0.15,0.17,0.12,0.12,0.04,0.04,0.0,0.05,0.03,0.0,0.23,0.06,0.0,0.04,0.27,Not detected
KRT78,ENSG00000170423,0.0,0.0,0.08,0.12,0.13,0.0,0.12,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.01,0.13,0.73,0.28,0.11,0.03,522.03,0.19,56.24,0.0,0.02,0.02,Moderately tissue enriched
SCAPER,ENSG00000140386,9.64,9.61,5.41,6.46,9.81,11.63,18.75,7.55,8.18,8.86,4.9,21.35,13.82,20.25,7.36,8.41,7.51,27.92,13.12,11.23,23.74,20.44,20.91,14.94,13.61,5.95,12.56,Expressed in all low
GHRH,ENSG00000118702,0.03,0.0,0.0,0.0,0.0,0.0,0.3,0.97,0.0,0.0,0.0,1.0,0.69,2.6,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.46,1.75,0.0,0.0,0.0,0.0,Mixed low
TSPAN14,ENSG00000108219,29.31,29.49,12.73,18.37,60.81,28.86,24.95,23.72,44.59,54.54,42.77,29.62,18.86,27.82,71.84,44.81,75.13,30.66,39.09,65.49,41.63,73.73,25.69,42.03,50.74,36.42,28.81,Expressed in all high
,ENSG00000171129,0.45,0.44,0.18,0.23,0.79,0.78,0.78,0.4,1.27,0.28,0.19,0.26,0.46,0.44,0.68,0.69,0.75,3.44,0.34,0.3,0.56,0.42,0.78,0.89,1.8,0.01,0.75,Mixed low
POC5,ENSG00000152359,6.11,5.05,2.31,2.18,6.87,9.45,5.48,5.69,8.8,12.74,8.73,5.21,7.58,4.41,5.02,9.49,5.99,20.47,6.52,7.25,7.31,5.33,4.44,5.65,11.69,7.2,3.08,Expressed in all low
,ENSG00000176937,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not detected
ARNT,ENSG00000143437,18.25,19.04,29.35,13.77,24.18,15.2,10.12,17.95,20.76,16.7,19.02,16.1,21.24,13.87,23.4,24.46,28.25,21.92,21.81,23.71,21.05,19.14,15.74,18.67,33.41,11.29,10.7,Expressed in all high
DNAJC18,ENSG00000170464,5.8,6.49,1.64,1.86,7.21,7.65,22.56,3.84,4.43,4.83,4.5,3.01,5.94,2.69,6.15,11.04,6.28,115.89,7.56,7.56,7.02,6.39,9.52,2.0,13.73,0.98,1.86,Moderately tissue enriched
CLHC1,ENSG00000162994,4.88,4.57,4.74,2.59,4.71,11.99,5.64,3.26,3.39,3.41,5.44,5.11,10.17,3.15,3.16,8.91,4.44,13.35,3.88,3.79,6.58,3.76,3.04,5.35,4.21,4.76,2.19,Expressed in all low
RTL8C,ENSG00000134590,24.38,40.62,14.99,15.73,50.85,70.5,111.91,26.05,33.3,17.52,32.62,21.54,73.35,18.47,80.14,65.65,67.17,31.22,42.43,57.96,26.8,62.88,162.85,39.91,84.89,5.97,38.24,Expressed in all low
CMAS,ENSG00000111726,60.98,22.76,38.26,19.62,16.77,36.48,49.1,27.39,18.42,22.4,23.47,58.27,51.8,57.88,14.1,21.73,29.59,71.32,26.08,25.17,24.29,61.98,34.63,22.21,23.6,30.19,21.9,Expressed in all high
USP29,ENSG00000131864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.67,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Moderately tissue enriched
HDAC11,ENSG00000163517,11.67,19.91,2.81,14.46,10.86,11.89,36.78,8.3,4.32,6.72,3.54,12.06,9.6,12.69,8.09,10.68,6.48,49.64,11.78,15.63,15.59,15.02,24.14,15.23,19.08,0.84,14.43,Mixed high
APOLD1,ENSG00000178878,10.55,7.3,5.29,11.66,4.67,8.83,11.89,7.71,7.02,5.57,16.01,10.27,16.2,3.52,77.34,9.2,24.13,3.24,37.35,16.76,73.34,36.14,20.76,1.45,3.51,0.22,1.51,Mixed high
ARPC3,ENSG00000111229,137.62,80.9,66.66,37.77,113.84,78.62,84.59,143.35,187.87,208.4,185.06,116.86,88.15,105.35,63.85,72.37,123.2,50.09,100.91,132.56,79.07,116.87,49.84,58.15,45.34,199.26,77.54,Expressed in all high
AMHR2,ENSG00000135409,0.1,0.04,0.27,5.98,0.43,0.19,0.02,0.74,7.1,0.05,0.0,0.27,30.1,0.2,0.33,0.27,0.08,9.57,0.14,0.4,0.02,0.35,0.63,0.09,40.58,0.18,0.01,Mixed high
ZNF830,ENSG00000198783,13.3,11.67,8.42,4.64,10.04,13.04,9.87,12.37,17.55,18.87,13.17,9.49,9.65,10.27,10.44,15.09,10.71,12.96,10.08,12.16,12.58,9.08,6.24,9.74,18.06,11.36,8.23,Expressed in all low
CSNK1D,ENSG00000141551,62.45,47.44,31.53,39.35,70.88,67.23,52.16,71.16,77.5,68.74,74.01,88.73,61.66,90.22,53.98,66.18,60.89,87.63,79.78,66.67,72.7,62.57,38.72,60.21,57.75,133.44,50.61,Expressed in all high
LILRA6,ENSG00000244482,1.78,0.68,2.28,0.83,11.42,0.69,0.73,1.64,18.81,3.99,30.79,1.68,1.37,1.08,1.3,0.7,9.83,1.21,5.5,6.32,0.72,2.11,1.41,0.57,0.47,14.23,0.51,Mixed high
SMARCAL1,ENSG00000138375,7.41,6.14,4.24,3.06,8.04,7.51,6.49,7.6,9.55,12.66,9.32,6.85,8.34,5.93,7.08,10.44,9.2,11.47,10.01,12.06,10.26,9.68,6.03,8.65,16.65,5.75,5.85,Expressed in all low
KAAG1,ENSG00000146049,0.02,0.36,0.08,0.38,0.04,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.1,0.01,0.08,0.08,0.0,0.32,0.01,0.0,0.0,0.0,0.01,0.0,Not detected
,ENSG00000130201,1.22,11.8,1.36,0.52,2.07,2.29,0.04,2.41,8.48,1.11,1.82,1.31,2.96,1.83,2.55,3.09,0.44,3.11,2.36,1.7,5.38,0.43,0.78,0.66,0.32,0.31,1.55,Mixed high
SLC22A15,ENSG00000163393,1.1,2.49,0.43,1.24,4.21,1.41,5.95,3.32,2.14,0.86,2.24,1.06,3.21,0.73,0.53,0.78,1.42,1.04,1.92,1.86,2.96,4.38,3.42,7.5,0.91,15.02,1.43,Mixed high
TOR1AIP1,ENSG00000143337,28.75,41.83,24.76,16.6,42.77,49.37,35.05,33.43,40.09,43.53,41.35,24.73,46.07,19.85,43.11,49.84,33.89,43.63,52.72,56.9,67.39,55.25,41.8,19.98,75.92,61.68,30.48,Expressed in all high
MGAM,ENSG00000257335,0.96,25.9,0.5,0.39,0.56,0.12,0.25,2.96,4.21,0.24,2.92,93.14,0.45,64.88,0.05,0.13,0.34,2.36,0.98,0.68,0.14,0.37,0.04,0.08,0.06,13.85,0.17,Mixed high
TAS2R8,ENSG00000121314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,Not detected
UBE2H,ENSG00000186591,21.49,33.17,24.68,35.87,29.92,31.85,36.35,29.49,25.1,26.7,24.38,20.18,56.82,18.6,39.06,41.29,44.4,32.88,44.12,41.76,44.3,39.47,71.02,21.06,34.29,25.13,28.0,Expressed in all high
PPP1R17,ENSG00000106341,0.01,0.0,0.06,0.0,0.13,0.01,1.58,0.09,0.05,0.03,0.23,0.07,4.24,0.0,0.21,0.37,0.01,2.2,0.01,0.02,0.01,0.02,0.18,0.0,0.01,0.15,0.07,Group enriched
GSTM2,ENSG00000213366,31.56,42.82,20.62,44.22,68.62,135.19,41.81,48.44,59.77,40.03,32.27,69.84,101.23,69.39,102.65,101.26,21.43,66.76,78.01,43.88,76.73,61.86,75.03,236.07,307.29,14.99,113.64,Expressed in all high
TAF1A,ENSG00000143498,3.84,3.41,2.03,0.78,3.81,5.23,4.02,7.35,6.26,9.38,7.75,3.18,5.26,3.4,2.92,6.38,5.59,9.12,4.61,6.41,8.33,4.43,1.77,2.59,9.12,1.81,2.22,Mixed low
GC,ENSG00000145321,0.1,27.59,2042.58,21.85,0.01,0.06,0.03,57.37,0.09,0.12,0.03,6.45,0.0,52.96,0.78,0.0,0.07,0.07,454.23,0.14,0.04,0.13,0.14,1.06,0.09,0.06,0.0,Group enriched
CWC22,ENSG00000163510,12.12,11.42,10.24,4.32,11.01,11.75,8.45,10.26,12.35,17.82,14.01,9.54,10.59,8.91,10.3,14.52,12.3,9.63,13.3,15.14,14.93,12.88,7.95,9.3,17.09,9.2,7.37,Expressed in all low
SCOC,ENSG00000153130,44.38,63.62,34.72,24.91,35.6,60.72,94.12,51.2,23.59,27.82,29.6,35.69,68.86,41.17,41.17,49.31,39.79,29.4,44.38,43.59,64.83,53.99,78.24,24.27,35.76,8.79,36.87,Expressed in all low
FXR2,ENSG00000129245,11.74,16.07,8.82,8.02,17.18,17.38,21.55,11.23,16.72,15.25,12.29,13.78,20.89,13.24,16.69,16.35,15.38,27.58,14.02,16.97,15.98,17.63,38.56,14.07,13.93,7.62,13.85,Expressed in all low
SLC5A3,ENSG00000198743,5.71,28.18,3.74,0.7,2.77,2.68,3.55,2.75,2.1,4.88,4.81,2.55,5.96,2.6,5.48,9.27,8.46,6.96,2.98,3.82,22.82,2.03,0.75,2.7,3.25,1.22,2.14,Mixed high
FOXL2,ENSG00000183770,0.02,0.0,0.0,0.09,0.0,0.08,0.16,0.0,0.0,0.0,0.0,0.0,1.24,0.0,0.01,7.94,0.14,0.52,0.01,0.04,0.01,0.09,0.0,0.18,19.63,0.0,0.01,Group enriched
STIM2,ENSG00000109689,19.05,13.82,11.21,10.03,22.86,22.79,12.77,18.74,32.3,37.51,30.33,21.05,11.91,21.19,14.14,15.13,13.0,12.27,30.09,19.0,14.09,7.57,7.63,15.13,21.46,14.65,15.43,Expressed in all low
SERPINA3,ENSG00000196136,12.04,3.33,1265.87,245.76,16.74,120.07,104.51,36.73,1.89,4.77,42.4,4.7,10.27,10.17,6.75,12.77,17.54,97.67,145.56,18.52,1.87,16.92,12.92,2.38,44.04,0.34,41.73,Moderately tissue enriched
THRAP3,ENSG00000054118,33.4,31.46,28.72,18.17,37.86,49.21,28.15,36.21,46.38,59.2,47.25,31.16,37.89,30.91,34.54,41.13,36.98,40.48,36.29,40.77,51.54,40.71,38.31,33.04,43.51,28.74,28.93,Expressed in all high
ABLIM2,ENSG00000163995,4.73,3.11,1.2,2.49,2.21,4.76,15.92,3.13,30.49,1.53,2.04,6.77,8.47,4.34,4.47,1.03,1.05,1.83,1.93,1.63,9.57,17.94,8.42,6.51,0.62,0.33,0.54,Mixed high
ATF4,ENSG00000128272,127.41,95.31,129.06,236.49,173.87,170.47,87.73,187.91,114.64,176.79,155.62,130.84,183.2,153.51,186.36,170.14,197.33,94.5,220.64,241.24,203.99,160.79,123.96,132.71,165.52,406.5,290.82,Expressed in all high
,ENSG00000249428,0.02,0.11,0.04,0.0,0.44,0.0,0.02,0.08,0.03,0.0,0.06,0.02,0.47,0.0,0.0,0.1,0.0,4.97,0.08,0.0,0.07,0.0,0.0,0.02,0.0,0.0,0.0,Moderately tissue enriched
EPN1,ENSG00000063245,48.5,43.84,28.42,31.79,21.74,30.36,34.24,64.36,36.05,15.89,20.92,56.69,22.3,61.76,43.56,18.23,20.21,32.02,13.93,10.93,11.02,15.26,23.71,26.15,26.51,12.12,23.58,Expressed in all high
C9orf129,ENSG00000204352,0.03,0.0,0.0,0.0,0.03,0.2,1.09,0.14,0.06,0.04,0.05,0.18,0.22,0.17,0.0,0.21,0.08,0.94,0.03,0.18,0.06,0.06,0.0,0.03,0.0,0.03,0.14,Mixed low
ETS1,ENSG00000134954,27.71,29.25,31.25,8.91,72.53,14.74,12.65,42.93,151.3,230.35,130.26,34.2,18.29,22.54,77.85,37.38,46.44,9.14,64.14,65.28,40.0,21.58,33.32,13.93,26.33,20.27,11.93,Expressed in all low
IGF1,ENSG00000017427,7.37,1.26,43.14,1.54,6.25,38.95,1.67,3.82,8.67,9.51,28.76,6.08,4.69,5.58,58.78,76.24,25.86,9.57,35.34,39.06,4.32,13.15,13.57,0.49,7.6,0.49,5.09,Mixed high
POM121L7P,ENSG00000239511,0.02,0.01,0.0,0.0,0.07,0.12,0.03,0.0,0.02,0.03,0.02,0.0,0.02,0.01,0.01,0.13,0.0,55.12,0.01,0.01,0.04,0.0,0.01,0.01,0.0,0.0,0.0,Highly tissue enriched
RRP1B,ENSG00000160208,7.94,5.06,5.4,5.44,7.15,7.23,6.33,7.53,11.78,17.06,12.46,5.98,5.66,6.5,6.67,10.2,5.3,13.34,6.98,8.69,7.02,9.02,4.09,8.48,13.02,4.33,7.68,Expressed in all low
LMAN1,ENSG00000074695,35.05,46.14,81.41,23.64,32.45,52.79,15.28,46.76,24.13,27.57,39.26,43.09,41.25,40.13,24.96,45.92,43.68,23.89,32.36,39.65,79.72,29.43,29.69,17.79,37.28,16.06,47.21,Expressed in all high
CXCR2,ENSG00000180871,0.59,0.41,1.07,1.24,6.15,0.55,0.2,0.75,22.51,0.74,33.5,0.99,1.3,0.22,0.45,0.33,2.9,0.31,8.91,9.2,0.9,25.83,0.77,3.96,0.27,3.78,0.34,Mixed high
GMNC,ENSG00000205835,0.0,2.15,2.2,0.27,0.07,0.32,0.03,0.08,0.01,0.01,0.0,0.01,0.15,0.02,0.02,0.97,0.13,2.03,0.01,0.01,0.0,0.08,0.07,0.02,0.11,0.0,0.0,Mixed low
GINM1,ENSG00000055211,33.24,62.13,22.63,17.87,33.95,36.8,20.45,26.22,27.65,22.32,23.44,24.71,42.63,22.98,43.35,38.85,47.89,43.74,38.34,40.46,67.42,31.94,42.88,26.41,41.91,14.26,23.04,Expressed in all high
RP1,ENSG00000104237,0.0,0.13,0.0,0.0,0.52,0.0,0.01,0.09,0.05,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.01,0.15,0.01,0.01,0.0,0.0,0.0,0.01,0.01,0.0,0.0,Not detected
KCNJ16,ENSG00000153822,1.21,149.26,0.4,22.29,0.74,0.14,14.33,19.79,0.99,0.23,0.01,2.37,0.31,1.12,0.13,0.35,0.73,1.17,23.47,0.16,148.76,0.07,0.13,0.04,0.06,0.01,9.59,Group enriched
RPL12,ENSG00000197958,37.95,21.55,17.48,26.65,26.79,38.54,8.54,29.6,26.13,35.35,39.49,25.61,39.61,30.16,28.97,29.44,17.26,11.73,18.74,22.44,20.97,27.96,11.65,30.5,41.86,29.04,22.79,Expressed in all low
ZNF850,ENSG00000267041,0.66,0.47,0.59,0.54,0.72,0.65,0.41,0.77,0.63,0.67,0.65,0.4,0.55,0.58,0.5,0.56,2.0,1.55,0.51,0.63,0.46,0.49,0.66,0.71,1.18,2.58,0.37,Mixed low
ADAMTS6,ENSG00000049192,0.43,0.87,0.52,0.17,1.27,0.78,1.1,0.77,2.31,1.01,2.07,0.58,0.61,0.55,0.44,2.71,6.15,2.17,4.93,2.05,0.22,0.71,0.74,0.14,0.29,0.14,0.19,Mixed low
ZNF845,ENSG00000213799,3.94,2.67,0.97,1.06,3.13,2.96,1.5,3.61,3.53,4.78,3.35,2.9,2.04,2.6,2.7,2.64,2.94,2.76,2.55,3.78,3.96,2.95,1.86,2.99,4.05,3.55,1.8,Mixed low
SEC61G,ENSG00000132432,159.18,86.17,106.47,71.97,88.68,142.78,65.14,132.45,80.44,113.26,137.54,110.8,140.46,103.34,80.7,116.25,104.38,94.39,102.31,110.35,141.27,97.44,127.45,67.38,79.37,96.24,123.72,Expressed in all high
ZW10,ENSG00000086827,7.53,5.98,5.93,3.89,5.57,6.86,5.19,6.14,6.23,9.22,8.57,6.63,6.66,6.28,4.93,7.84,6.22,13.81,7.14,8.66,7.3,9.84,4.51,11.35,6.65,5.41,6.23,Expressed in all low
H1-10,ENSG00000184897,40.91,29.45,15.11,18.62,40.14,49.71,22.73,49.97,61.42,29.74,26.33,33.61,16.22,26.57,58.31,41.67,25.29,16.18,14.53,17.5,15.48,10.22,15.43,20.86,49.77,369.34,42.56,Moderately tissue enriched
ZBED6,ENSG00000257315,7.18,7.54,6.26,4.19,5.84,4.57,4.27,5.93,6.17,5.85,5.48,5.63,6.3,7.51,6.07,10.29,8.24,4.36,8.12,7.16,9.21,6.25,3.36,5.88,10.31,3.62,4.3,Expressed in all low
NRBP1,ENSG00000115216,36.62,30.02,28.96,26.96,46.03,46.51,33.13,36.48,44.32,55.24,49.26,42.87,42.87,47.34,31.85,69.85,75.16,74.63,61.16,62.06,42.84,91.64,41.61,54.94,64.67,70.99,38.53,Expressed in all high
,ENSG00000225885,0.41,0.0,0.34,0.0,0.09,0.05,0.0,1.38,4.47,30.72,8.23,0.37,0.0,0.39,0.05,0.0,0.0,0.24,1.04,1.07,0.24,0.07,0.0,0.0,0.0,0.29,0.17,Mixed high
FADS2,ENSG00000134824,6.14,9.58,96.68,6.39,27.71,92.02,150.73,8.87,10.53,20.05,39.58,8.36,265.79,32.51,15.14,63.84,47.71,41.47,25.27,43.71,8.49,7.91,24.25,24.5,18.87,20.99,8.18,Expressed in all low
SENP8,ENSG00000166192,2.49,4.26,1.15,0.5,1.7,2.21,3.1,2.28,1.09,1.62,1.21,1.37,1.9,1.58,1.24,2.1,1.85,10.9,1.97,2.61,6.54,2.43,3.78,1.33,3.0,0.2,1.63,Mixed high
CDCP2,ENSG00000157211,0.06,0.02,0.05,0.0,0.03,0.0,0.12,0.03,0.12,0.01,0.02,0.0,0.13,0.0,0.0,0.02,0.0,0.01,0.03,0.03,0.01,0.0,0.02,0.01,0.01,0.03,0.01,Not detected
SGCD,ENSG00000170624,3.16,1.34,1.36,0.66,5.61,5.72,4.09,2.5,1.76,0.64,3.68,3.17,5.91,2.48,6.32,8.97,0.81,2.15,17.21,15.96,32.08,9.61,46.24,1.84,10.96,0.02,0.68,Mixed high
SLC41A3,ENSG00000114544,17.02,23.44,7.5,16.24,18.56,19.08,34.45,16.47,19.81,19.78,16.59,15.26,32.52,18.37,16.69,39.26,20.23,49.57,31.51,26.81,32.08,18.67,24.21,17.38,52.4,7.67,24.32,Expressed in all low
RILP,ENSG00000167705,12.76,9.77,11.62,5.86,18.54,4.75,4.15,12.42,14.09,4.94,5.28,16.02,11.3,22.47,21.74,3.91,4.92,3.18,7.57,9.23,16.51,5.02,24.13,3.19,1.66,18.18,10.15,Expressed in all low
GSTA2,ENSG00000244067,1.01,393.66,713.64,126.64,1.78,2.7,0.42,11.2,0.0,0.14,0.08,90.28,9.05,119.91,0.46,0.14,0.08,42.91,106.08,0.07,0.02,0.0,0.02,0.0,0.73,0.0,0.08,Mixed high
KAT2B,ENSG00000114166,12.22,13.46,19.2,8.54,17.64,13.95,29.82,12.89,20.1,23.86,19.17,20.33,11.18,17.6,16.55,11.29,11.71,3.64,14.03,15.05,14.4,28.09,26.84,12.55,26.35,28.87,26.82,Expressed in all low
LOC100131635,ENSG00000228804,0.0,0.0,0.0,0.0,0.03,0.06,0.0,0.0,0.07,0.09,0.18,0.0,0.08,0.0,0.0,0.27,0.04,0.42,0.13,0.0,0.09,0.07,0.0,0.06,0.0,0.14,0.09,Not detected
NNT,ENSG00000112992,37.35,67.02,103.72,12.1,18.28,30.43,29.93,36.52,17.72,27.25,22.33,23.53,25.52,31.38,52.94,18.01,15.95,10.87,29.15,34.18,48.28,24.73,159.28,14.71,14.17,17.34,30.17,Expressed in all high
KLF9,ENSG00000119138,30.5,38.06,44.25,24.77,21.68,22.37,20.03,22.02,23.35,14.25,22.9,23.76,36.75,13.79,58.49,40.77,4.59,6.83,45.11,21.86,33.11,40.97,28.02,7.18,34.16,10.97,14.6,Expressed in all low
CD1C,ENSG00000158481,4.4,1.44,2.66,0.38,7.04,1.43,0.07,4.35,20.52,26.63,18.04,4.6,0.79,1.85,1.4,2.22,0.08,0.95,9.23,5.14,0.63,5.27,1.67,9.63,0.89,0.92,2.11,Mixed high
OR51E2,ENSG00000167332,2.56,0.26,0.0,0.06,0.0,48.96,0.11,0.03,0.05,0.03,1.05,0.15,0.32,0.11,0.2,0.63,4.04,0.12,0.46,0.57,0.03,0.07,0.14,0.01,0.15,0.01,0.05,Moderately tissue enriched
N4BP2L1,ENSG00000139597,9.23,7.34,39.32,7.11,25.76,13.86,19.86,10.94,27.05,26.77,17.96,19.02,14.4,16.31,13.95,21.66,12.4,4.59,14.17,15.69,13.99,9.61,5.93,21.5,34.69,30.8,8.02,Expressed in all low
ZNF565,ENSG00000196357,2.44,2.15,1.35,1.56,2.06,2.97,3.3,2.72,1.92,1.78,2.1,2.07,2.32,2.1,2.27,3.57,1.77,5.9,2.68,2.74,2.74,2.58,1.94,2.33,4.25,1.84,2.8,Expressed in all low
EMILIN1,ENSG00000138080,25.21,14.87,9.26,2.98,15.23,34.65,2.8,19.82,32.87,8.44,30.69,18.58,11.72,15.88,15.8,48.23,15.71,8.6,30.1,17.1,0.74,6.09,6.55,2.66,39.86,0.81,2.65,Mixed high
PCOLCE,ENSG00000106333,29.26,19.11,46.04,11.29,39.75,44.33,3.92,18.41,19.01,48.45,49.94,16.07,45.3,8.16,65.33,84.85,72.09,31.04,118.79,71.22,16.72,25.96,58.53,47.82,42.52,2.82,25.17,Expressed in all low
KCTD14,ENSG00000151364,7.11,6.81,3.61,7.52,7.96,5.84,0.44,19.63,0.48,0.32,1.88,5.21,19.06,4.83,1.31,3.22,1.43,0.82,7.63,2.04,16.82,1.44,0.23,0.4,0.51,0.06,21.87,Mixed high
LFNG,ENSG00000106003,22.28,7.11,1.71,21.37,17.18,17.55,9.92,37.21,15.43,16.49,15.39,12.48,5.02,13.23,13.88,10.91,6.24,4.06,12.45,12.03,4.16,6.01,9.84,48.08,1.31,5.12,9.01,Expressed in all low
PAXBP1,ENSG00000159086,14.66,10.82,7.43,9.38,16.96,19.44,17.34,15.43,18.88,24.14,21.07,24.23,17.92,26.99,12.95,24.09,14.8,22.61,18.0,15.4,17.82,13.24,8.76,24.3,29.87,60.88,12.15,Expressed in all low
ZNF141,ENSG00000131127,6.25,6.67,3.84,1.73,6.71,6.66,4.77,6.91,7.86,13.37,8.63,5.28,15.51,5.04,3.39,7.76,5.49,6.69,4.42,5.48,9.36,3.78,3.2,6.75,10.14,2.86,3.71,Expressed in all low
KLC2,ENSG00000174996,5.55,9.31,2.57,5.49,8.39,15.6,29.94,10.15,7.69,8.11,8.49,6.94,11.83,6.7,7.53,13.77,7.38,26.69,9.79,10.05,7.57,10.83,12.27,8.06,11.89,2.16,6.37,Expressed in all low
,ENSG00000256407,0.06,0.1,0.01,0.04,0.04,0.1,0.12,0.02,0.17,0.06,0.0,0.0,0.11,0.0,0.0,0.0,0.01,0.01,0.08,0.02,0.02,0.02,0.0,0.02,0.11,0.07,0.05,Not detected
ALB,ENSG00000163631,1.58,318.31,16993.27,692.83,0.26,1.26,1.05,5.88,1.25,1.5,0.42,0.41,1.02,0.14,9.03,0.68,0.77,2.92,5.24,1.31,0.9,0.15,0.78,0.32,0.99,0.2,1.13,Moderately tissue enriched
PLEKHG3,ENSG00000126822,13.84,19.29,7.79,10.04,8.13,10.13,14.92,9.04,15.79,3.88,6.36,7.92,3.64,8.21,10.81,21.07,18.95,4.79,13.24,13.1,11.41,17.25,8.84,16.16,12.86,7.87,14.35,Expressed in all low
CEP78,ENSG00000148019,5.54,5.57,4.32,1.74,5.77,5.6,7.82,4.86,8.34,10.39,7.55,4.83,5.56,4.08,4.63,10.74,7.18,21.05,5.34,5.89,6.03,6.1,2.46,5.53,7.79,16.01,4.6,Expressed in all low
KRTAP10-9,ENSG00000221837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,Not detected
MB,ENSG00000198125,10.6,3.21,0.84,3.19,0.34,288.57,0.95,0.56,0.02,0.82,1.23,9.84,1.09,1.05,0.55,0.95,1.64,2.02,1.52,1.09,2.79,449.91,3924.4,0.19,1.99,0.18,22.52,Moderately tissue enriched
MAP6,ENSG00000171533,1.51,6.97,0.42,1.49,7.23,10.67,36.13,3.63,1.64,0.77,2.27,1.69,18.4,1.55,3.28,9.43,1.1,14.75,7.01,2.78,6.84,4.03,4.77,1.79,6.02,0.03,1.99,Mixed high
