EnsemblID,Gene type,Gene symbol,Section-related expressed,PCC with DS2 (human),PCC with DS2 (macaque),Section specificity in human (Log2FC),Section specificity in chimpanzee (Log2FC),Section specificity in macaque (Log2FC),Layer marker in human,Log2FC to other layers in human,Specificity score in human,Layer marker in chimpanzee,Log2FC to other layers in chimpanzee,Specificity score in chimpanzee,Layer marker in macaque,Log2FC to other layers in macaque,Specificity score in macaque,Correlation to human ISH pattern,Human-specific changed,Chimpanzee-specific changed,Macaque-specific changed,Type of lineage-specific change
ENSG00000250220.1,antisense,RP11-692D12.1,FALSE,-0.55294 ,-0.53575 ,0.25646165,0.409473114,0.151626227,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000250222.1,antisense,CTC-338M12.5,FALSE,NA,NA,0.097635343,0.179865668,0.047020269,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000250241.1,processed_transcript,RP11-9G1.3,TRUE,0.65801 ,-0.03568 ,1.062375424,0.666072491,0.229860802,L6,0.96199986,0.68538 ,L6,0.73952 ,0.36382 ,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000250286.1,processed_transcript,RP11-94C24.8,FALSE,0.66060 ,0.93113 ,0.041464724,0.227542381,0.151848598,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000250303.2,processed_transcript,RP11-356J5.12,TRUE,NA,NA,0.585526844,0.49460368,0.407981667,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,TRUE,T3
ENSG00000250305.4,protein_coding,KIAA1456,TRUE,0.96994 ,0.97941 ,0.781768306,0.432133743,0.897891822,L4,0.690984432,0.45103 ,No,NA,NA,No,NA,NA,0.76514 ,FALSE,FALSE,FALSE,NA
ENSG00000250307.2,pseudogene,TUBB8P3,FALSE,0.19362 ,-0.05581 ,0.184186435,0.235328177,0.144385811,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000250312.2,lincRNA,ZNF718,FALSE,NA,NA,0.134143605,0.099034335,0.169539678,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000250317.4,protein_coding,SMIM20,FALSE,0.67330 ,0.76755 ,0.272908773,0.13330411,0.359424885,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000250318.1,pseudogene,CTA-963H5.5,FALSE,0.56693 ,0.72040 ,0.32966931,0.154380088,0.246078479,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000250320.1,antisense,CTD-2269F5.1,TRUE,0.96079 ,0.66939 ,0.605313173,0.307869576,0.346696874,L4,0.634960494,0.34399 ,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000250321.1,pseudogene,RP11-478C6.4,TRUE,NA,NA,0.933339127,0.766368229,0.125546463,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,TRUE,T3
ENSG00000250325.1,pseudogene,IGBP1P4,FALSE,-0.37010 ,0.59045 ,0.120344664,0.138692976,0.245913608,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000250327.1,pseudogene,RP11-173M11.2,TRUE,NA,NA,0.34569395,0.156028764,0.094002168,NA,NA,NA,No,NA,NA,No,NA,NA,NA,TRUE,FALSE,FALSE,T3
ENSG00000250347.1,pseudogene,AC005740.4,FALSE,0.05787 ,0.79121 ,0.200121923,0.266363534,0.158451935,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000250355.1,pseudogene,RP11-79L21.1,FALSE,NA,NA,0.280164921,0.171891184,0.098092358,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000250366.2,lincRNA,LINC00617,TRUE,0.96470 ,0.81580 ,1.243095072,2.163391339,1.328399099,NA,NA,NA,L2,2.17351 ,0.56803 ,L2,1.26760 ,0.37156 ,NA,FALSE,FALSE,FALSE,NA
ENSG00000250428.1,pseudogene,RP11-1082L8.1,FALSE,0.11076 ,0.40649 ,0.216135195,0.192069736,0.180341626,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000250441.1,pseudogene,RP11-47F1.1,FALSE,NA,NA,0.373254863,0.39691024,0.259567084,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000250444.1,pseudogene,CCT5P1,FALSE,0.72060 ,0.07898 ,0.128223156,0.111589156,0.163454976,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000250471.2,pseudogene,GMPSP1,FALSE,-0.23154 ,0.50506 ,0.079511576,0.173865624,0.196933932,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000250474.1,pseudogene,WBP1LP2,FALSE,NA,NA,0.16526035,0.159038664,0.161060067,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000250479.4,protein_coding,CHCHD10,TRUE,0.13834 ,0.92563 ,0.112078726,0.246733822,0.253802812,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000250485.1,pseudogene,EXOC7P1,FALSE,0.47254 ,0.36566 ,0.258480826,0.139722235,0.226101534,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000250492.1,pseudogene,INTS6P1,FALSE,NA,NA,0.277518133,0.162963626,0.228372764,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000250510.2,protein_coding,GPR162,TRUE,0.89264 ,0.95923 ,0.19373248,0.164717428,0.150849611,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,TRUE,T2
ENSG00000250526.1,pseudogene,CCT6P2,TRUE,0.54556 ,0.49827 ,0.124286414,0.162552189,0.133107687,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,TRUE,FALSE,T1
ENSG00000250534.1,processed_transcript,RP11-475D8.1,FALSE,-0.27357 ,0.93481 ,0.07448878,0.289374479,0.13899102,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000250547.1,pseudogene,RP11-719L21.1,FALSE,0.22802 ,-0.53547 ,0.214929792,0.278472796,0.083593932,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000250559.2,processed_transcript,RP11-397D12.6,FALSE,0.24242 ,0.09780 ,0.12593297,0.16534034,0.171380974,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000250569.1,pseudogene,NTAN1P2,FALSE,0.66217 ,-0.35906 ,0.106760583,0.133204354,0.298872156,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000250571.2,protein_coding,GLI4,TRUE,-0.41740 ,0.55003 ,0.394245744,1.03816219,0.190652013,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,TRUE,FALSE,T3
ENSG00000250575.1,pseudogene,RP4-669L17.8,FALSE,NA,NA,0.116376262,0.18919627,0,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000250584.2,lincRNA,RP11-325I22.2,TRUE,NA,NA,1.245949136,0.377008526,0.063139237,L2,1.296063544,0.49657 ,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000250588.2,protein_coding,IQCJ-SCHIP1,TRUE,0.68101 ,0.14303 ,0.596973953,0.175518342,0.253464783,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000250591.2,pseudogene,PRSS3P1,TRUE,NA,NA,0.370784627,0.301391891,0.025243363,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000250595.1,processed_transcript,RP11-5P22.2,FALSE,NA,NA,0.075786005,0.063077304,0.033389007,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000250606.4,pseudogene,PRSS3P2,TRUE,NA,NA,0.246198601,0.441913668,0.056081979,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000250616.2,antisense,RP11-455F5.3,FALSE,NA,NA,0.09784926,0.216985122,0.111972442,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000250669.1,pseudogene,RP11-83M16.3,FALSE,NA,NA,0.049744768,0.106862896,0.209974114,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000250673.1,protein_coding,RP11-6L6.2,FALSE,NA,NA,0.062491579,0.160910807,0.307680114,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000250686.2,processed_transcript,RP1-240B8.3,FALSE,0.43456 ,0.61672 ,0.174574209,0.234708404,0.403010627,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000250692.1,antisense,CTB-35F21.4,TRUE,-0.05746 ,0.62602 ,0.032750582,0.208676091,0.48199245,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000250699.1,antisense,AP000892.4,FALSE,NA,NA,0.040803409,0.265167318,0.072450871,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000250722.1,protein_coding,SEPP1,TRUE,0.97349 ,0.97819 ,3.020793981,2.278125361,1.573322951,L6,1.884701336,0.85181 ,L6,1.31714 ,0.70762 ,L6,1.02167 ,0.84536 ,NA,TRUE,FALSE,FALSE,T2
ENSG00000250731.1,pseudogene,TPM3P6,FALSE,-0.36388 ,0.41002 ,0.269048955,0.334051616,0.184193064,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000250742.1,lincRNA,RP11-834C11.4,TRUE,0.93917 ,0.85080 ,1.44415628,1.220511553,0.424712581,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000250746.1,pseudogene,RP11-39C10.1,FALSE,NA,NA,0.288549573,0.21204265,0.130412932,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000250762.1,pseudogene,RP1-313L4.4,FALSE,0.14364 ,0.62772 ,0.079704992,0.055485102,0.138807601,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000250784.1,processed_transcript,RP11-540D14.6,FALSE,0.86868 ,-0.03929 ,0.757449463,0.318175263,0.117722634,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000250796.1,pseudogene,RP11-723O4.3,FALSE,-0.55668 ,-0.50422 ,0.085843843,0.052255194,0.08326303,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000250813.1,pseudogene,SERF1AP1,FALSE,0.03491 ,-0.31241 ,0.150511348,0.158114448,0.011084919,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000250815.1,pseudogene,RP11-89B16.2,FALSE,NA,NA,0.060518809,0.138882945,0.301442192,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000250846.2,processed_transcript,RP11-807H7.1,TRUE,NA,NA,0.217580041,0.175773673,0.14935232,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000250853.1,pseudogene,RNF138P1,FALSE,NA,NA,0.244850944,0.108175004,0.152132907,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000250859.1,pseudogene,HNRNPKP1,FALSE,0.59553 ,0.71431 ,0.291552391,0.174936495,0.073972538,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000250889.2,lincRNA,RP11-229C3.2,FALSE,0.27412 ,-0.03628 ,0.13134828,0.116227641,0.13456315,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000250896.1,pseudogene,RNPS1P1,TRUE,0.84154 ,0.95348 ,0.114450281,0.053640539,0.082961683,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000250927.1,pseudogene,MESTP3,FALSE,NA,NA,0.29085848,0.211936495,0.143228045,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000250934.1,lincRNA,RP11-71E19.1,TRUE,0.14961 ,0.60084 ,0.119397948,0.282654356,0.292402276,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000250948.1,antisense,RP11-1079K10.2,TRUE,NA,NA,0.316555781,1.889144661,0.127571855,NA,NA,NA,L6,0.88984 ,0.59130 ,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000250959.2,pseudogene,GLUD1P3,FALSE,0.71936 ,0.43074 ,0.33387086,0.111675313,0.121473131,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000250962.1,pseudogene,RP11-69I13.1,TRUE,NA,NA,0.628779213,0.280854156,0.123872549,L2,0.680648859,0.45842 ,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000250970.1,processed_transcript,RP11-274N19.2,TRUE,0.94828 ,0.68176 ,0.31921657,0.308691834,0.489791922,NA,NA,NA,No,NA,NA,L2,0.63529 ,0.47488 ,NA,FALSE,FALSE,FALSE,NA
ENSG00000250980.1,pseudogene,RP11-529H22.1,FALSE,-0.42224 ,-0.62234 ,0.141123438,0.293221321,0.189265602,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000250982.2,pseudogene,RP11-159J3.1,FALSE,0.21219 ,0.29906 ,0.156817652,0.289250969,0.080506489,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000250983.1,pseudogene,RP11-91K8.2,FALSE,-0.79684 ,0.16752 ,0.041912171,0.083453842,0.143164207,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000250986.1,processed_transcript,AC141928.1,TRUE,-0.36952 ,-0.25358 ,0.51069847,0.715710324,0.687144426,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000250988.3,antisense,RP11-752G15.6,FALSE,0.68662 ,-0.16031 ,0.184602054,0.127731796,0.182968716,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000251000.1,pseudogene,AC008592.3,FALSE,0.71275 ,0.73434 ,0.081677221,0.033108819,0.102265032,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000251008.1,pseudogene,ORAOV1P1,FALSE,NA,NA,0.094839553,0.245589008,0.233969322,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000251017.1,pseudogene,RP11-629B11.4,FALSE,NA,NA,0.21849222,0.149975932,0.221372877,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000251022.1,processed_transcript,THAP9-AS1,TRUE,0.29994 ,-0.21077 ,0.376514088,0.459821301,0.265187128,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000251031.1,lincRNA,CTC-367F4.1,TRUE,0.74168 ,0.39611 ,0.338552467,0.317754244,0.066533708,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000251032.1,pseudogene,RP11-483H11.1,FALSE,0.58779 ,0.68558 ,0.245233028,0.113435552,0.206309731,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000251062.1,pseudogene,CTD-2218G20.1,FALSE,NA,NA,0.124423017,0.08455256,0.149379506,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000251066.1,pseudogene,CTC-534B23.1,FALSE,0.80877 ,0.29030 ,0.150668669,0.197534707,0.209499547,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000251070.1,pseudogene,BMS1P6,FALSE,NA,NA,0.136793351,0.206178136,0.076311606,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000251079.2,pseudogene,BMS1P2,TRUE,NA,NA,0.069498492,0.374520098,0.215645639,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000251102.1,pseudogene,CTBP2P4,FALSE,0.11946 ,-0.35672 ,0.271552781,0.223253689,0.273346093,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000251107.1,pseudogene,RP11-466P24.4,FALSE,NA,NA,0.113248886,0.144081684,0.029410566,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000251192.3,protein_coding,ZNF674,FALSE,-0.80254 ,-0.78681 ,0.198885237,0.171200422,0.243848166,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000251196.1,pseudogene,RP11-54F2.1,TRUE,0.73200 ,0.64188 ,0.319918642,0.368670384,0.08065083,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,TRUE,T2
ENSG00000251201.4,protein_coding,TMED7-TICAM2,FALSE,NA,0.92794 ,0,0.05165721,0.057209535,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000251204.1,pseudogene,CTC-278L1.1,FALSE,-0.00742 ,0.71763 ,0.196322854,0.210265183,0.092034413,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000251212.1,pseudogene,MTND5P4,FALSE,0.49114 ,0.17441 ,0.990673396,0.598919047,1.093259756,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000251228.1,pseudogene,RP11-192C21.3,FALSE,NA,NA,0.053021388,0.146283413,0.221685392,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000251234.1,pseudogene,PSMA2P2,FALSE,-0.23588 ,-0.19307 ,0.206120819,0.423996157,0.186324421,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000251235.2,pseudogene,RP11-156N15.1,FALSE,-0.91903 ,-0.05021 ,0.220426449,0.366487604,0.182347701,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000251254.1,pseudogene,GTF2F2P1,TRUE,0.91683 ,0.41761 ,0.495990488,0.530660047,0.332508435,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,TRUE,T1
ENSG00000251267.1,processed_transcript,RP1-5O6.6,FALSE,-0.81280 ,-0.81100 ,0.169514727,0.525858638,0.360169166,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000251288.2,pseudogene,RP11-10L12.2,FALSE,NA,NA,0.190204636,0.227115797,0.312098191,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000251293.1,lincRNA,CTC-552D5.1,TRUE,0.97365 ,0.22111 ,0.8548141,0.945984089,0.06376949,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000251306.1,pseudogene,NDUFB4P2,FALSE,NA,NA,0.336127751,0.238686134,0.038946743,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000251322.3,protein_coding,SHANK3,TRUE,-0.82440 ,0.96347 ,0.578576385,0.650644148,0.779217695,L2,0.668277923,0.32744 ,L2,0.69122 ,0.42189 ,L2,0.61585 ,0.34020 ,NA,FALSE,FALSE,TRUE,T3
ENSG00000251331.1,processed_transcript,RP11-689K5.3,FALSE,0.98167 ,0.01815 ,0.158382849,0.329723206,0.313039058,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000251333.3,pseudogene,RTN3P1,TRUE,0.92101 ,0.60147 ,0.234909153,0.21445756,0.158383698,L4,0.397726692,0.21097 ,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000251340.1,pseudogene,RP11-461G12.2,FALSE,NA,NA,2.8079847,0.430582461,0.844917124,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000251356.1,pseudogene,RAB5CP2,FALSE,0.41980 ,-0.75227 ,0.42152733,0.21303895,0.084691193,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000251369.3,protein_coding,ZNF550,FALSE,-0.69669 ,0.83825 ,0.308184997,0.233406818,0.092236331,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000251372.1,lincRNA,LINC00499,TRUE,-0.22407 ,0.90632 ,0.798571844,1.376232883,1.184376959,NA,NA,NA,L1,0.88384 ,0.42882 ,L1,0.92713 ,0.19996 ,NA,FALSE,TRUE,FALSE,T2
ENSG00000251374.1,pseudogene,RPS23P5,FALSE,NA,NA,0.080492434,0.03275594,0.084144512,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000251378.1,pseudogene,AC096582.9,FALSE,NA,NA,0.055798349,0.087639418,0,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000251396.2,processed_transcript,RP11-163N6.2,TRUE,0.62367 ,0.94947 ,0.333685068,0.521666576,1.579524274,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,TRUE,T3
ENSG00000251400.1,pseudogene,ALDH7A1P1,TRUE,0.99582 ,0.54144 ,1.115874247,0.755648928,0.915664624,L6,0.778952503,0.65364 ,No,NA,NA,L1,0.84985 ,0.26485 ,NA,FALSE,FALSE,FALSE,NA
ENSG00000251411.1,pseudogene,RP11-397E7.4,FALSE,NA,NA,0.202655319,0.191062455,0.237969573,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000251414.1,antisense,RP11-843P14.1,FALSE,NA,NA,0.100469621,0.134280864,0.201537848,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000251430.1,pseudogene,RP11-63H19.1,FALSE,0.89363 ,0.29756 ,2.314594692,0.101536633,0.861740835,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000251441.2,pseudogene,RTEL1P1,FALSE,0.73595 ,-0.89613 ,0.224930135,0.190230069,0.162743567,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000251442.1,processed_transcript,RP11-792D21.2,TRUE,NA,NA,2.154505584,2.058804177,0.064521199,NA,NA,NA,L1,1.38471 ,0.44077 ,No,NA,NA,NA,FALSE,TRUE,FALSE,T2
ENSG00000251447.1,pseudogene,RP11-517B11.6,FALSE,0.36126 ,-0.42530 ,0.04182222,0.081199992,0.070960336,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000251448.1,lincRNA,RP11-71E19.2,FALSE,-0.40934 ,0.58225 ,0.091706915,0.094024901,0.077802213,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000251450.1,antisense,CTC-459I6.1,TRUE,0.78025 ,0.98842 ,0.796928515,0.658780763,0.301398352,L2,0.767547547,0.57729 ,No,NA,NA,L2,0.23433 ,0.32354 ,NA,FALSE,FALSE,FALSE,NA
ENSG00000251463.2,pseudogene,FKBP4P1,FALSE,0.58316 ,0.45078 ,0.244838191,0.154277223,0.160033327,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000251474.2,pseudogene,RPL32P3,TRUE,-0.56379 ,0.69271 ,0.325740468,0.359155137,0.411819659,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000251476.2,pseudogene,RP11-531A21.2,FALSE,0.34630 ,0.59886 ,2.553683335,0.881764206,0.676682448,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000251478.1,pseudogene,CTD-2122P11.1,FALSE,0.40075 ,0.84685 ,0.071946873,0.103466574,0.156995044,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000251482.1,pseudogene,RP11-707F2.2,FALSE,NA,NA,0.063676579,0.102623086,0.131733591,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000251483.2,pseudogene,LYPLA1P2,TRUE,0.45239 ,0.79853 ,0.19716946,0.385042433,0.274992916,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,TRUE,FALSE,T1
ENSG00000251485.1,pseudogene,AC068134.10,FALSE,NA,NA,0.084862779,0.232284367,0.032340416,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000251544.1,pseudogene,MTND5P12,TRUE,NA,NA,2.052401304,0.548243468,1.208132563,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000251548.1,pseudogene,RP11-215G15.4,TRUE,0.79547 ,0.71849 ,0.135195267,0.292320537,0.428662643,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000251550.1,pseudogene,RP11-501C14.7,FALSE,NA,NA,0.135658371,0.19278827,0.116585824,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000251552.1,pseudogene,COQ10BP2,FALSE,NA,NA,0.248780425,0.217974922,0.083446554,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000251562.3,lincRNA,MALAT1,TRUE,0.14473 ,0.97974 ,1.559946984,0.603898964,0.489191922,L1,1.180811028,0.50907 ,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000251568.1,pseudogene,ALG3P1,FALSE,0.40289 ,0.76236 ,0.228363381,0.166931034,0.173137679,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000251571.1,pseudogene,DDX3YP3,FALSE,NA,NA,0.145809468,0.255947659,0.207252744,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
